Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2007,Nebraska,296,12,5,7,0,.417,401,455,-54,296,481,185,61.5,3886,31,17,6.4,3.5,143.6,8.1,7.78,13.1
2016,Oklahoma State,295,13,10,3,0,.769,502,345,157,295,465,170,63.4,4211,29,4,6.2,0.9,158.4,9.1,9.92,14.3
2016,Texas Christian,295,13,6,7,0,.462,403,364,39,295,503,208,58.6,3486,18,14,3.6,2.8,123.1,6.9,6.39,11.8
2008,Nebraska,295,13,9,4,0,.692,460,371,89,295,433,138,68.1,3653,27,11,6.2,2.5,154.5,8.4,8.54,12.4
2017,West Virginia,294,13,7,6,0,.538,449,409,40,294,481,187,61.1,4021,37,14,7.7,2.9,150.9,8.4,8.59,13.7
2012,Baylor,294,13,8,5,0,.615,578,484,94,294,475,181,61.9,4427,34,13,7.2,2.7,158.3,9.3,9.52,15.1
2022,Oklahoma State,292,13,7,6,0,.538,398,376,22,292,524,232,55.7,3634,24,18,4.6,3.4,122.2,6.9,6.31,12.4
2022,Texas Christian,292,15,13,2,0,.867,582,435,147,292,454,162,64.3,3926,33,8,7.3,1.8,157.4,8.6,9.31,13.4
2018,Oklahoma State,292,13,7,6,0,.538,499,422,77,292,492,200,59.3,4023,33,13,6.7,2.6,144.9,8.2,8.33,13.8
2015,Oklahoma,292,13,11,2,0,.846,566,286,280,292,439,147,66.5,4006,38,9,8.7,2.1,167.6,9.1,9.93,13.7
2018,West Virginia,291,12,8,4,0,.667,483,326,157,291,445,154,65.4,4216,38,10,8.5,2.2,168.7,9.5,10.17,14.5
2006,Missouri,291,13,8,5,0,.615,391,254,137,291,465,174,62.6,3590,29,11,6.2,2.4,143.3,7.7,7.90,12.3
2021,West Virginia,290,13,6,7,0,.462,328,310,18,290,446,156,65.0,3223,19,12,4.3,2.7,134.4,7.2,6.87,11.1
2019,West Virginia,289,12,5,7,0,.417,247,346,-99,289,454,165,63.7,2984,21,15,4.6,3.3,127.5,6.6,6.01,10.3
2000,Oklahoma,289,12,13,0,0,1.000,468,192,276,289,450,161,64.2,3536,22,17,4.9,3.8,138.8,7.9,7.14,12.2
2017,Texas Christian,285,14,11,3,0,.786,470,266,204,285,430,145,66.3,3431,28,8,6.5,1.9,151.1,8.0,8.44,12.0
2023,Texas Tech,284,13,7,6,0,.538,356,338,18,284,470,186,60.4,2912,24,18,5.1,3.8,121.7,6.2,5.49,10.3
2003,Colorado,283,12,5,7,0,.417,319,398,-79,283,452,169,62.6,3351,27,13,6.0,2.9,138.8,7.4,7.31,11.8
2014,Iowa State,282,12,2,10,0,.167,278,466,-188,282,510,228,55.3,2981,21,11,4.1,2.2,113.7,5.8,5.70,10.6
2013,Oklahoma State,280,13,10,3,0,.769,508,281,227,280,484,204,57.9,3603,26,13,5.4,2.7,132.7,7.4,7.31,12.9
2021,Oklahoma,279,13,11,2,0,.846,508,335,173,279,403,124,69.2,3425,32,9,7.9,2.2,162.4,8.5,9.08,12.3
2016,Kansas,278,12,2,10,0,.167,243,448,-205,278,465,187,59.8,2885,16,22,3.4,4.7,113.8,6.2,4.76,10.4
2024,Iowa State,277,14,11,3,0,.786,435,321,114,277,473,196,58.6,3580,25,10,5.3,2.1,135.4,7.6,7.67,12.9
2019,Baylor,277,14,11,3,0,.786,471,277,194,277,444,167,62.4,3571,24,8,5.4,1.8,144.2,8.0,8.31,12.9
2013,Baylor,277,13,11,2,0,.846,681,306,375,277,448,171,61.8,4668,35,6,7.8,1.3,172.5,10.4,11.38,16.9
2007,Texas,277,13,10,3,0,.769,484,329,155,277,436,159,63.5,3320,22,18,5.0,4.1,135.9,7.6,6.77,12.0
2005,Missouri,277,12,7,5,0,.583,369,350,19,277,469,192,59.1,2694,15,11,3.2,2.3,113.2,5.7,5.33,9.7
2021,Oklahoma State,274,14,12,2,0,.857,435,253,182,274,448,174,61.2,3246,23,13,5.1,2.9,133.2,7.2,6.97,11.8
2018,Oklahoma,274,14,12,2,0,.857,677,466,211,274,401,127,68.3,4520,43,7,10.7,1.7,194.9,11.3,12.63,16.5
2009,Missouri,274,13,8,5,0,.615,377,330,47,274,467,193,58.7,3711,26,11,5.6,2.4,139.1,7.9,8.00,13.5
2016,Oklahoma,271,13,11,2,0,.846,571,375,196,271,384,113,70.6,4134,43,8,11.2,2.1,193.8,10.8,12.07,15.3
2014,Kansas State,271,13,9,4,0,.692,465,301,164,271,415,144,65.3,3736,23,8,5.5,1.9,155.4,9.0,9.24,13.8
2007,Oklahoma,270,14,11,3,0,.786,592,284,308,270,401,131,67.3,3615,39,9,9.7,2.2,170.7,9.0,9.95,13.4
2017,Baylor,269,12,1,11,0,.083,292,431,-139,269,462,193,58.2,3452,23,14,5.0,3.0,131.4,7.5,7.10,12.8
2016,Baylor,269,13,7,6,0,.538,450,377,73,269,480,211,56.0,3652,33,15,6.9,3.1,136.4,7.6,7.58,13.6
2012,Texas,268,13,9,4,0,.692,464,380,84,268,399,131,67.2,3421,25,11,6.3,2.8,154.4,8.6,8.59,12.8
2004,Oklahoma,268,13,12,1,0,.923,452,219,233,268,406,138,66.0,3298,36,9,8.9,2.2,159.1,8.1,8.90,12.3
2024,Oklahoma State,267,12,3,9,0,.250,326,427,-101,267,449,182,59.5,3147,21,17,4.7,3.8,126.2,7.0,6.24,11.8
2009,Baylor,267,12,4,8,0,.333,249,327,-78,267,431,164,61.9,2908,13,16,3.0,3.7,121.2,6.7,5.68,10.9
2007,Colorado,267,13,6,7,0,.462,355,383,-28,267,476,209,56.1,3046,22,17,4.6,3.6,118.0,6.4,5.72,11.4
2012,Iowa State,266,13,6,7,0,.462,319,311,8,266,458,192,58.1,2783,28,17,6.1,3.7,121.9,6.1,5.63,10.5
2005,Colorado,265,13,7,6,0,.538,305,307,-2,265,453,188,58.5,2896,15,8,3.3,1.8,119.6,6.4,6.26,10.9
2023,Baylor,263,12,3,9,0,.250,277,400,-123,263,442,179,59.5,3156,15,7,3.4,1.6,127.5,7.1,7.11,12.0
2024,Arizona,262,12,4,8,0,.333,261,381,-120,262,437,175,60.0,2975,18,13,4.1,3.0,124.8,6.8,6.29,11.4
2019,Oklahoma,262,14,12,2,0,.857,590,382,208,262,381,119,68.8,4164,36,9,9.4,2.4,187.0,10.9,11.76,15.9
2010,Texas,262,12,5,7,0,.417,285,284,1,262,445,183,58.9,2784,10,17,2.2,3.8,111.2,6.3,4.99,10.6
2023,Houston,261,12,4,8,0,.333,284,378,-94,261,408,147,64.0,2898,24,13,5.9,3.2,136.7,7.1,6.85,11.1
2008,Iowa State,261,12,2,10,0,.167,304,430,-126,261,438,177,59.6,2981,17,11,3.9,2.5,124.5,6.8,6.45,11.4
2020,Texas Tech,259,10,4,6,0,.400,291,367,-76,259,398,139,65.1,2667,18,11,4.5,2.8,130.8,6.7,6.36,10.3
2023,Kansas State,258,13,9,4,0,.692,482,273,209,258,426,168,60.6,3135,30,10,7.0,2.3,140.9,7.4,7.71,12.2
2003,Kansas,255,13,6,7,0,.462,384,396,-12,255,414,159,61.6,3327,25,15,6.0,3.6,141.8,8.0,7.61,13.0
2022,West Virginia,254,12,5,7,0,.417,367,395,-28,254,425,171,59.8,2730,20,12,4.7,2.8,123.6,6.4,6.09,10.7
2007,Iowa State,254,12,3,9,0,.250,218,381,-163,254,423,169,60.0,2439,9,14,2.1,3.3,108.9,5.8,4.70,9.6
2024,Baylor,253,13,8,5,0,.615,447,347,100,253,413,160,61.3,3397,31,10,7.5,2.4,150.3,8.2,8.64,13.4
2020,West Virginia,253,10,6,4,0,.600,265,205,60,253,401,148,63.1,2775,16,4,4.0,1.0,132.4,6.9,7.27,11.0
2024,Cincinnati,252,12,5,7,0,.417,302,295,7,252,395,143,63.8,2838,18,7,4.6,1.8,135.6,7.2,7.30,11.3
2022,Oklahoma,251,13,6,7,0,.462,427,390,37,251,407,156,61.7,3310,27,8,6.6,2.0,147.9,8.1,8.57,13.2
2013,West Virginia,251,12,4,8,0,.333,316,400,-84,251,464,213,54.1,3145,16,16,3.4,3.4,115.5,6.8,5.92,12.5
2008,Texas A&M,251,12,4,8,0,.333,300,449,-149,251,412,161,60.9,3029,23,12,5.6,2.9,135.3,7.4,7.16,12.1
2009,Colorado,250,12,3,9,0,.250,267,346,-79,250,473,223,52.9,2717,18,18,3.8,3.8,106.1,5.7,4.79,10.9
2008,Kansas State,250,12,5,7,0,.417,419,430,-11,250,425,175,58.8,3235,22,10,5.2,2.4,135.1,7.6,7.59,12.9
2002,Iowa State,250,14,7,7,0,.500,404,396,8,250,454,204,55.1,3308,16,18,3.5,4.0,120.0,7.3,6.21,13.2
2020,Iowa State,249,12,9,3,0,.750,395,257,138,249,373,124,66.8,2896,20,9,5.4,2.4,144.8,7.8,7.75,11.6
2020,Oklahoma,249,11,9,2,0,.818,473,239,234,249,362,113,68.8,3465,30,8,8.3,2.2,172.1,9.6,10.23,13.9
2017,Kansas,249,12,1,11,0,.083,224,521,-297,249,460,211,54.1,2717,14,17,3.0,3.7,106.4,5.9,4.85,10.9
2016,West Virginia,249,13,10,3,0,.769,405,312,93,249,409,160,60.9,3343,26,11,6.4,2.7,145.1,8.2,8.23,13.4
2011,Iowa State,249,13,6,7,0,.462,295,382,-87,249,484,235,51.4,2760,17,17,3.5,3.5,103.9,5.7,4.82,11.1
2022,Texas,248,13,8,5,0,.615,448,281,167,248,405,157,61.2,3138,22,7,5.4,1.7,140.8,7.7,8.06,12.7
2004,Colorado,248,13,8,5,0,.615,304,332,-28,248,420,172,59.0,2795,13,18,3.1,4.3,116.6,6.7,5.35,11.3
2022,Baylor,247,13,6,7,0,.462,418,349,69,247,392,145,63.0,3009,19,11,4.8,2.8,137.9,7.7,7.38,12.2
2021,Texas Tech,246,13,7,6,0,.538,394,392,2,246,389,143,63.2,3344,18,11,4.6,2.8,145.1,8.6,8.25,13.6
2013,Texas,246,13,8,5,0,.615,381,336,45,246,431,185,57.1,2762,18,15,4.2,3.5,117.7,6.4,5.68,11.2
2006,Nebraska,244,14,9,5,0,.643,428,256,172,244,411,167,59.4,3417,32,8,7.8,1.9,151.0,8.3,9.00,14.0
2006,Texas,244,13,10,3,0,.769,467,238,229,244,371,127,65.8,2975,31,9,8.4,2.4,155.8,8.0,8.60,12.2
2001,Texas,244,12,11,2,0,.846,470,164,306,244,410,166,59.5,3003,26,12,6.3,2.9,136.1,7.3,7.28,12.3
2015,Kansas,243,12,0,12,0,.000,183,553,-370,243,452,209,53.8,2623,11,14,2.4,3.1,104.3,5.8,4.90,10.8
2014,Texas,243,13,6,7,0,.462,278,310,-32,243,418,175,58.1,2599,14,11,3.3,2.6,116.2,6.2,5.70,10.7
2011,Missouri,243,13,8,5,0,.615,427,306,121,243,383,140,63.4,3010,23,11,6.0,2.9,143.5,7.9,7.77,12.4
2002,Oklahoma State,243,13,8,5,0,.615,446,356,90,243,454,211,53.5,3414,32,15,7.0,3.3,133.3,7.5,7.44,14.0
2022,Kansas,242,13,6,7,0,.462,463,461,2,242,371,129,65.2,3307,32,8,8.6,2.2,164.3,8.9,9.67,13.7
2022,Kansas State,242,14,10,4,0,.714,452,306,146,242,389,147,62.2,2947,21,6,5.4,1.5,140.6,7.6,7.96,12.2
2002,Oklahoma,242,14,12,2,0,.857,541,216,325,242,419,177,57.8,2828,28,11,6.7,2.6,131.3,6.7,6.90,11.7
2023,Iowa State,241,13,7,6,0,.538,341,296,45,241,381,140,63.3,3185,23,8,6.0,2.1,149.2,8.4,8.62,13.2
2016,Texas,241,12,5,7,0,.417,383,378,5,241,402,161,60.0,3024,21,12,5.2,3.0,134.4,7.5,7.22,12.5
2013,Texas Christian,240,12,4,8,0,.333,301,303,-2,240,419,179,57.3,2715,14,17,3.3,4.1,114.6,6.5,5.32,11.3
2002,Texas,240,13,11,2,0,.846,439,212,227,240,404,164,59.4,3251,26,12,6.4,3.0,142.3,8.0,8.00,13.5
2005,Nebraska,239,12,8,4,0,.667,296,252,44,239,444,205,53.8,2692,20,13,4.5,2.9,113.8,6.1,5.65,11.3
2018,Texas Christian,238,13,7,6,0,.538,306,300,6,238,408,170,58.3,2741,18,15,4.4,3.7,122.0,6.7,5.95,11.5
2021,Baylor,237,14,12,2,0,.857,443,256,187,237,365,128,64.9,2843,24,7,6.6,1.9,148.2,7.8,8.24,12.0
2018,Iowa State,237,13,8,5,0,.615,348,298,50,237,361,124,65.7,3132,20,9,5.5,2.5,151.8,8.7,8.66,13.2
2015,Iowa State,237,12,3,9,0,.250,300,392,-92,237,411,174,57.7,2716,18,12,4.4,2.9,121.8,6.6,6.17,11.5
2012,Texas Christian,237,13,7,6,0,.538,368,294,74,237,402,165,59.0,3075,26,12,6.5,3.0,138.6,7.6,7.60,13.0
2010,Colorado,237,12,5,7,0,.417,290,369,-79,237,397,160,59.7,2672,21,11,5.3,2.8,128.1,6.7,6.54,11.3
2019,Kansas,235,12,3,9,0,.250,282,433,-151,235,389,154,60.4,2778,25,14,6.4,3.6,134.4,7.1,6.81,11.8
2016,Iowa State,235,12,3,9,0,.250,332,376,-44,235,398,163,59.0,3106,21,8,5.3,2.0,138.0,7.8,7.95,13.2
2004,Baylor,235,11,3,8,0,.273,224,406,-182,235,395,160,59.5,2342,17,11,4.3,2.8,117.9,5.9,5.54,10.0
2024,Arizona State,234,14,11,3,0,.786,461,316,145,234,382,148,61.3,3213,26,6,6.8,1.6,151.2,8.4,9.07,13.7
2004,Kansas,234,11,4,7,0,.364,262,235,27,234,420,186,55.7,2425,19,14,4.5,3.3,112.5,5.8,5.18,10.4
2001,Baylor,234,11,3,8,0,.273,205,357,-152,234,437,203,53.5,2362,13,22,3.0,5.0,98.7,5.4,3.73,10.1
2019,Oklahoma State,232,13,8,5,0,.615,422,348,74,232,362,130,64.1,2916,23,12,6.4,3.3,146.1,8.1,7.83,12.6
2015,West Virginia,232,13,8,5,0,.615,442,320,122,232,429,197,54.1,3269,26,15,6.1,3.5,131.1,7.6,7.26,14.1
2013,Iowa State,232,12,3,9,0,.250,298,432,-134,232,415,183,55.9,2630,19,14,4.6,3.4,117.5,6.3,5.73,11.3
2018,Kansas,230,12,3,9,0,.250,286,360,-74,230,393,163,58.5,2312,18,4,4.6,1.0,121.0,5.9,6.34,10.1
2023,UCF,229,13,6,7,0,.462,407,335,72,229,366,137,62.6,3364,24,11,6.6,3.0,155.4,9.2,9.15,14.7
2015,Baylor,229,13,10,3,0,.769,625,368,257,229,389,160,58.9,3764,44,13,11.3,3.3,170.8,9.7,10.43,16.4
2007,Oklahoma State,229,13,7,6,0,.538,450,384,66,229,386,157,59.3,3161,26,10,6.7,2.6,145.2,8.2,8.37,13.8
2005,Iowa State,227,12,7,5,0,.583,339,230,109,227,368,141,61.7,2876,19,10,5.2,2.7,138.9,7.8,7.63,12.7
2024,West Virginia,226,13,6,7,0,.462,379,415,-36,226,371,145,60.9,2734,20,14,5.4,3.8,133.1,7.4,6.75,12.1
2008,Colorado,226,12,5,7,0,.417,242,351,-109,226,404,178,55.9,2328,19,14,4.7,3.5,112.9,5.8,5.14,10.3
2013,Oklahoma,225,13,11,2,0,.846,427,287,140,225,383,158,58.7,2588,24,11,6.3,2.9,130.4,6.8,6.72,11.5
2003,Missouri,225,12,8,5,0,.615,399,287,112,225,375,150,60.0,2158,14,8,3.7,2.1,116.4,5.8,5.54,9.6
2002,Baylor,224,12,3,9,0,.250,202,496,-294,224,400,176,56.0,2778,10,22,2.5,5.5,111.6,6.9,4.97,12.4
2004,Texas A&M,223,12,7,5,0,.583,341,292,49,223,378,155,59.0,3134,18,4,4.8,1.1,142.2,8.3,8.77,14.1
2024,Kansas State,222,13,9,4,0,.692,401,304,97,222,383,161,58.0,2748,25,10,6.5,2.6,134.6,7.2,7.31,12.4
2014,Oklahoma State,222,13,7,6,0,.538,359,406,-47,222,401,179,55.4,3149,19,17,4.7,4.2,128.5,7.9,6.89,14.2
2005,Baylor,222,11,5,6,0,.455,236,291,-55,222,392,170,56.6,2288,13,12,3.3,3.1,110.5,5.8,5.12,10.3
2023,BYU,220,12,5,7,0,.417,277,358,-81,220,396,176,55.6,2465,17,9,4.3,2.3,117.5,6.2,6.06,11.2
2009,Iowa State,220,13,7,6,0,.538,267,284,-17,220,380,160,57.9,2401,16,17,4.2,4.5,115.9,6.3,5.15,10.9
2000,Texas,220,11,9,3,0,.750,425,197,228,220,397,177,55.4,3229,26,14,6.5,3.5,138.3,8.1,7.86,14.7
2002,Texas A&M,219,12,6,6,0,.500,345,280,65,219,425,206,51.5,3216,25,19,5.9,4.5,125.6,7.6,6.73,14.7
2023,Cincinnati,218,12,3,9,0,.250,289,360,-71,218,360,142,60.6,2508,21,11,5.8,3.1,132.2,7.0,6.76,11.5
2005,Texas,218,13,13,0,0,1.000,652,213,439,218,336,118,64.9,3083,26,11,7.7,3.3,160.9,9.2,9.25,14.1
2024,BYU,217,13,11,2,0,.846,405,255,150,217,379,162,57.3,3007,21,14,5.5,3.7,134.8,7.9,7.38,13.9
2021,Texas,217,12,5,7,0,.417,423,373,50,217,346,129,62.7,2705,29,10,8.4,2.9,150.3,7.8,8.19,12.5
2001,Oklahoma State,215,11,4,7,0,.364,242,281,-39,215,367,152,58.6,2343,14,10,3.8,2.7,119.3,6.4,5.92,10.9
2000,Colorado,215,11,3,8,0,.273,252,284,-32,215,368,153,58.4,2640,13,9,3.5,2.4,125.5,7.2,6.78,12.3
2007,Texas A&M,214,13,7,6,0,.538,363,337,26,214,376,162,56.9,2410,14,8,3.7,2.1,118.8,6.4,6.20,11.3
2006,Kansas State,214,13,7,6,0,.538,296,309,-13,214,415,201,51.6,2601,10,20,2.4,4.8,102.5,6.3,4.58,12.2
2006,Iowa State,213,12,4,8,0,.333,226,369,-143,213,378,165,56.3,2593,12,12,3.2,3.2,118.1,6.9,6.07,12.2
2019,Texas Christian,211,12,5,7,0,.417,364,317,47,211,395,184,53.4,2444,15,11,3.8,2.8,112.4,6.2,5.69,11.6
2010,Iowa State,211,12,5,7,0,.417,260,346,-86,211,373,162,56.6,2091,14,10,3.8,2.7,110.7,5.6,5.15,9.9
2005,Kansas,211,12,7,5,0,.583,269,264,5,211,396,185,53.3,2348,13,19,3.3,4.8,104.3,5.9,4.43,11.1
2000,Texas A&M,211,11,7,5,0,.583,307,196,111,211,355,144,59.4,2588,10,9,2.8,2.5,124.9,7.3,6.71,12.3
2014,Oklahoma,210,13,8,5,0,.615,473,337,136,210,386,176,54.4,2646,17,17,4.4,4.4,117.7,6.9,5.75,12.6
2009,Nebraska,210,14,10,4,0,.714,352,146,206,210,364,154,57.7,2460,16,12,4.4,3.3,122.4,6.8,6.15,11.7
2008,Oklahoma State,210,13,9,4,0,.692,530,365,165,210,326,116,64.4,3149,25,10,7.7,3.1,164.7,9.7,9.81,15.0
2020,Texas,208,10,7,3,0,.700,427,285,142,208,345,137,60.3,2801,32,5,9.3,1.4,156.2,8.1,9.32,13.5
2020,Oklahoma State,207,11,8,3,0,.727,332,258,74,207,341,134,60.7,2635,18,10,5.3,2.9,137.2,7.7,7.46,12.7
2011,Texas,207,13,8,5,0,.615,365,289,76,207,357,150,58.0,2469,16,15,4.5,4.2,122.5,6.9,5.92,11.9
2001,Texas A&M,206,11,8,4,0,.667,220,204,16,206,353,147,58.4,2109,9,9,2.5,2.5,111.9,6.0,5.34,10.2
2020,Baylor,205,9,2,7,0,.222,210,263,-53,205,331,126,61.9,1979,14,8,4.2,2.4,121.3,6.0,5.74,9.7
2006,Oklahoma,205,14,11,3,0,.786,424,242,182,205,340,135,60.3,2682,22,11,6.5,3.2,141.4,7.9,7.73,13.1
2021,Kansas State,204,13,8,5,0,.615,358,273,85,204,311,107,65.6,2589,14,7,4.5,2.3,145.9,8.3,8.21,12.7
2014,Kansas,204,12,3,9,0,.250,214,399,-185,204,376,172,54.3,2435,14,13,3.7,3.5,114.0,6.5,5.66,11.9
2002,Missouri,204,12,5,7,0,.417,360,352,8,204,380,176,53.7,2438,17,7,4.5,1.8,118.7,6.4,6.48,12.0
2012,Kansas State,203,13,11,2,0,.846,505,288,217,203,315,112,64.4,2696,16,9,5.1,2.9,147.4,8.6,8.29,13.3
2010,Kansas,203,12,3,9,0,.250,205,413,-208,203,353,150,57.5,1942,11,14,3.1,4.0,106.1,5.5,4.34,9.6
2006,Kansas,203,12,6,6,0,.500,348,306,42,203,363,160,55.9,2372,19,19,5.2,5.2,117.6,6.5,5.23,11.7
2006,Texas A&M,202,13,9,4,0,.692,362,267,95,202,330,128,61.2,2477,13,4,3.9,1.2,134.8,7.5,7.75,12.3
2023,Kansas,200,13,9,4,0,.692,452,345,107,200,311,111,64.3,3121,24,11,7.7,3.5,167.0,10.0,9.99,15.6
2021,Texas Christian,200,12,5,7,0,.417,344,419,-75,200,310,110,64.5,2875,19,6,6.1,1.9,158.8,9.3,9.63,14.4
2002,Kansas,200,12,2,10,0,.167,248,507,-259,200,430,230,46.5,2286,13,13,3.0,3.0,95.1,5.3,4.56,11.4
2024,Utah,199,12,5,7,0,.417,283,248,35,199,358,159,55.6,2393,20,17,5.6,4.7,120.7,6.7,5.66,12.0
2013,Kansas State,197,13,8,5,0,.615,432,298,134,197,314,117,62.7,2921,22,13,7.0,4.1,155.7,9.3,8.84,14.8
2004,Missouri,197,11,5,6,0,.455,256,215,41,197,377,180,52.3,2283,18,11,4.8,2.9,113.0,6.1,5.70,11.6
2009,Oklahoma State,196,13,9,4,0,.692,369,282,87,196,336,140,58.3,2333,20,14,6.0,4.2,128.0,6.9,6.26,11.9
2021,Kansas,195,12,2,10,0,.167,249,506,-257,195,317,122,61.5,2218,15,10,4.7,3.2,129.6,7.0,6.52,11.4
2003,Baylor,195,12,3,9,0,.250,191,455,-264,195,344,149,56.7,2057,11,12,3.2,3.5,110.5,6.0,5.05,10.5
2003,Kansas State,194,15,11,4,0,.733,549,244,305,194,371,177,52.3,3186,25,17,6.7,4.6,137.5,8.6,7.87,16.4
2011,Kansas,191,12,2,10,0,.167,268,525,-257,191,301,110,63.5,2009,15,12,5.0,4.0,128.0,6.7,5.88,10.5
2003,Oklahoma State,191,13,9,4,0,.692,467,326,141,191,350,159,54.6,2561,21,13,6.0,3.7,128.4,7.3,6.85,13.4
2010,Kansas State,189,13,7,6,0,.538,437,378,59,189,293,104,64.5,2331,16,8,5.5,2.7,143.9,8.0,7.82,12.3
2000,Oklahoma State,189,11,3,8,0,.273,202,303,-101,189,354,165,53.4,2184,9,14,2.5,4.0,105.7,6.2,4.90,11.6
2003,Texas,186,13,10,3,0,.769,533,280,253,186,330,144,56.4,2686,22,9,6.7,2.7,141.3,8.1,8.25,14.4
2001,Colorado,186,12,10,3,0,.769,396,280,116,186,311,125,59.8,2471,15,11,4.8,3.5,135.4,7.9,7.32,13.3
2001,Iowa State,184,11,7,5,0,.583,296,231,65,184,303,119,60.7,2225,12,12,4.0,4.0,127.6,7.3,6.35,12.1
2024,Houston,182,12,4,8,0,.333,168,275,-107,182,280,98,65.0,1832,9,17,3.2,6.1,118.4,6.5,4.45,10.1
2024,UCF,181,12,4,8,0,.333,365,323,42,181,311,130,58.2,2396,14,11,4.5,3.5,130.7,7.7,7.01,13.2
2019,Kansas State,181,13,8,5,0,.615,385,278,107,181,303,122,59.7,2352,12,5,4.0,1.7,134.7,7.8,7.81,13.0
2005,Oklahoma,179,12,8,4,0,.667,323,277,46,179,336,157,53.3,2131,10,11,3.0,3.3,109.8,6.3,5.46,11.9
2023,West Virginia,178,13,9,4,0,.692,409,340,69,178,331,153,53.8,2674,18,7,5.4,2.1,135.4,8.1,8.21,15.0
2003,Texas A&M,178,12,4,8,0,.333,304,465,-161,178,330,152,53.9,2551,12,13,3.6,3.9,123.0,7.7,6.68,14.3
2016,Kansas State,177,13,9,4,0,.692,419,290,129,177,309,132,57.3,2041,10,5,3.2,1.6,120.2,6.6,6.52,11.5
2024,Kansas,176,12,5,7,0,.417,356,312,44,176,306,130,57.5,2505,15,12,4.9,3.9,134.6,8.2,7.40,14.2
2004,Kansas State,176,11,4,7,0,.364,326,337,-11,176,314,138,56.1,1957,12,9,3.8,2.9,115.3,6.2,5.71,11.1
2000,Iowa State,176,11,9,3,0,.750,306,293,13,176,342,166,51.5,2370,9,13,2.6,3.8,110.8,6.9,5.75,13.5
2009,Kansas State,175,12,6,6,0,.500,276,280,-4,175,298,123,58.7,2033,7,8,2.3,2.7,118.4,6.8,6.08,11.6
2006,Oklahoma State,174,13,7,6,0,.538,458,333,125,174,321,147,54.2,2623,27,11,8.4,3.4,143.7,8.2,8.31,15.1
2004,Iowa State,174,12,7,5,0,.583,246,259,-13,174,351,177,49.6,2248,13,8,3.7,2.3,111.0,6.4,6.12,12.9
2001,Missouri,174,11,4,7,0,.364,240,330,-90,174,370,196,47.0,1895,16,9,4.3,2.4,99.5,5.1,4.89,10.9
2003,Iowa State,172,12,2,10,0,.167,173,437,-264,172,378,206,45.5,2122,10,16,2.6,4.2,92.9,5.6,4.24,12.3
2008,Baylor,170,12,4,8,0,.333,336,352,-16,170,290,120,58.6,2168,16,5,5.5,1.7,136.2,7.5,7.80,12.8
2011,Kansas State,167,13,10,3,0,.769,413,363,50,167,290,123,57.6,1970,13,6,4.5,2.1,125.3,6.8,6.76,11.8
2018,Kansas State,166,12,5,7,0,.417,270,305,-35,166,290,124,57.2,1945,11,7,3.8,2.4,121.3,6.7,6.38,11.7
2005,Texas A&M,166,11,5,6,0,.455,352,343,9,166,321,155,51.7,2281,19,10,5.9,3.1,124.7,7.1,6.89,13.7
2000,Kansas State,166,13,11,3,0,.786,514,240,274,166,338,172,49.1,2755,19,13,5.6,3.8,128.4,8.2,7.54,16.6
2020,Texas Christian,164,10,6,4,0,.600,308,242,66,164,273,109,60.1,1963,11,5,4.0,1.8,130.1,7.2,7.17,12.0
2005,Kansas State,164,11,5,6,0,.455,289,305,-16,164,318,154,51.6,2215,15,12,4.7,3.8,118.1,7.0,6.21,13.5
2010,Nebraska,163,14,10,4,0,.714,432,243,189,163,282,119,57.8,2108,16,8,5.7,2.8,133.6,7.5,7.33,12.9
2002,Colorado,163,14,9,5,0,.643,398,325,73,163,316,153,51.6,1984,16,12,5.1,3.8,113.4,6.3,5.58,12.2
2015,Kansas State,162,13,6,7,0,.462,389,409,-20,162,345,183,47.0,2288,14,13,4.1,3.8,108.5,6.6,5.75,14.1
2005,Oklahoma State,159,11,4,7,0,.364,222,344,-122,159,322,163,49.4,1880,11,17,3.4,5.3,99.1,5.8,4.15,11.8
2004,Texas,159,12,11,1,0,.917,423,215,208,159,275,116,57.8,1983,12,11,4.4,4.0,124.8,7.2,6.28,12.5
2000,Missouri,157,11,3,8,0,.273,255,348,-93,157,335,178,46.9,2165,12,19,3.6,5.7,101.6,6.5,4.63,13.8
2017,Kansas State,156,13,8,5,0,.615,420,327,93,156,270,114,57.8,2259,16,8,5.9,3.0,141.7,8.4,8.22,14.5
2004,Nebraska,156,11,5,6,0,.455,275,298,-23,156,322,166,48.4,2056,17,23,5.3,7.1,105.2,6.4,4.23,13.2
2020,Kansas,155,9,0,9,0,.000,142,414,-272,155,283,128,54.8,1389,7,10,2.5,3.5,97.1,4.9,3.81,9.0
2013,Kansas,154,12,3,9,0,.250,184,382,-198,154,329,175,46.8,1685,9,12,2.7,3.6,91.6,5.1,4.03,10.9
2012,Kansas,148,12,1,11,0,.083,219,433,-214,148,313,165,47.3,1784,7,13,2.2,4.2,94.2,5.7,4.28,12.1
2000,Baylor,145,11,2,9,0,.182,139,397,-258,145,359,214,40.4,1638,10,20,2.8,5.6,76.8,4.6,2.61,11.3
