Rank,Class Rk,Year,Player Name,Tier,WR Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Year,Draft Age,Type,Build,Separator,Height,Weight,BMI,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,Breakout,Y/RR,YAC/R,aDOT,EPA/P,aYPTPA,CTPRR,UCTPRR,Drop%,CC%,Wide %,Slot %,Speed,HaSS
373,36,2017,Noel Thomas,Purgatory,5.78,39.30,-1.52,Connecticut,9,9/18/94,31.05,SR,22.62,Slot,BALL HOG,N/A,73,205,27.05,4.63,0,0.00%,1.14%,15.01%,29.81%,48.48%,48.48%,33.94%,20.96,2.54,6.00,12.10,0.35,3.10,N/A,N/A,6.50%,0.0%,31.70%,43.30%,89.22,88.31
374,24,2018,Darren Carrington II,Purgatory,5.78,39.10,-1.52,Utah,5,10/10/96,28.98,SR,21.56,Hybrid,DEEP,Elite Separator,74,185,23.75,4.48,0,0.00%,15.02%,18.14%,19.04%,30.23%,30.23%,28.72%,20.92,2.51,5.00,16.70,0.78,2.53,4%,22%,4.10%,0.0%,71.45%,28.55%,91.85,92.79
375,35,2022,Ty Fryfogle,Purgatory,5.76,38.80,-1.53,Indiana,2,1/28/99,26.68,SR,23.26,Hybrid,SLOB,Elite Earner,74,205,26.32,4.53,0,0.41%,12.31%,15.37%,35.92%,24.31%,30.12%,30.12%,21.62,2.77,6.30,15.10,0.74,2.49,6%,21%,14.50%,0.0%,60.65%,39.25%,97.36,98.36
375,32,2024,Isaiah Williams,Purgatory,5.76,38.80,-1.53,Illinois,2,1/29/01,24.68,RS JR,23.26,Slot,RAT,Elite Separator,69,182,26.88,4.63,0,1.21%,0.00%,28.01%,26.98%,33.23%,33.23%,33.23%,20.60,2.51,8.30,8.50,0.56,3.56,3%,27%,6.80%,0.0%,16.40%,82.35%,79.21,72.05
377,25,2015,Da'Ron Brown,Purgatory,5.75,38.60,-1.54,Northern Illinois,10,9/21/91,34.04,SR,23.61,Wide,BALL HOG,N/A,72,205,27.80,4.54,7,0.00%,9.51%,4.82%,28.15%,39.61%,39.61%,27.72%,21.96,2.59,6.50,14.40,0.00,0.00,N/A,N/A,10.50%,0.0%,79.30%,20.70%,96.51,93.57
378,36,2022,Makai Polk,Purgatory,5.74,38.50,-1.54,Mississippi State,1,8/4/01,24.16,JR,20.75,Wide,SLOB,Poor Earner,75,201,25.12,4.5,0,0.00%,0.00%,11.52%,23.74%,21.27%,22.50%,22.50%,19.10,1.69,3.20,13.00,0.76,1.49,3%,19%,5.40%,0.0%,94.20%,5.80%,98.03,101.05
379,28,2026,Chris Hilton,Purgatory,5.73,38.30,-1.55,LSU,1,10/11/02,22.98,RS SR,23.56,Wide,DEEP,Poor Separator,72,190,25.77,4.25,0,7.96%,10.12%,6.04%,12.85%,0.00%,12.85%,12.85%,N/A,2.53,6.60,26.70,0.00,0.00,7%,14%,18.20%,0.0%,87.60%,12.40%,116.47,112.93
380,37,2017,Keevan Lucas,Purgatory,5.69,38.20,-1.57,Tulsa,6,4/10/95,30.49,SR,22.06,Slot,BALL HOG,N/A,70,194,27.84,4.55,0,0.00%,19.24%,38.38%,9.44%,34.21%,36.30%,30.85%,19.41,2.57,6.60,13.50,0.55,2.63,N/A,N/A,12.80%,0.0%,3.10%,94.95%,90.53,84.14
381,21,2016,Aaron Burbridge,Purgatory,5.68,38.00,-1.58,Michigan State,2,12/23/93,31.78,SR,22.36,Wide,BALL HOG,N/A,72,206,27.94,4.56,6,0.00%,17.34%,10.18%,10.37%,38.37%,38.37%,38.37%,21.70,2.85,3.50,12.40,0.00,0.00,N/A,N/A,10.50%,0.0%,80.45%,19.35%,95.29,92.39
382,38,2017,Travin Dural,Purgatory,5.67,37.80,-1.59,LSU,1,10/19/93,31.96,SR,23.54,Wide,DEEP,N/A,74,192,24.65,4.57,0,0.00%,4.44%,35.79%,24.62%,12.28%,24.03%,24.03%,20.88,2.82,9.50,19.30,0.30,1.30,N/A,N/A,0.00%,0.0%,86.90%,15.80%,88.04,88.94
383,22,2016,Trevor Davis,Purgatory,5.66,37.70,-1.59,California,5,7/4/93,32.25,RS SR,22.83,Wide,PROTO Z,N/A,73,188,24.80,4.42,5,16.93%,15.56%,0.00%,11.53%,13.73%,15.33%,14.56%,N/A,2.49,9.70,12.40,0.00,0.00,N/A,N/A,4.80%,0.0%,94.25%,5.75%,98.51,97.51
384,44,2023,Josh Vann,Purgatory,5.65,37.50,-1.60,South Carolina,1,3/10/00,25.57,RS SR,23.15,Wide,RAT,Poor Separator,71,190,26.50,4.43,0,3.33%,6.41%,4.70%,25.96%,8.76%,17.36%,17.36%,21.48,2.07,4.60,15.40,1.21,1.89,4%,10%,10.00%,0.0%,83.30%,16.55%,98.67,93.68
385,23,2016,Devin Lucien,Purgatory,5.63,37.30,-1.61,Arizona State,3,6/26/93,32.28,RS SR,22.85,Wide,BALL HOG,N/A,74,195,25.04,4.49,7,0.00%,9.74%,12.25%,6.70%,27.67%,27.67%,26.29%,22.19,2.65,5.50,13.00,0.00,0.00,N/A,N/A,4.30%,0.0%,97.55%,2.45%,95.96,96.94
386,39,2017,Travis Rudolph,Purgatory,5.62,37.20,-1.62,Florida State,4,9/15/95,30.05,JR,21.63,Hybrid,PROTO Z,N/A,72,187,25.36,4.65,0,0.00%,0.00%,13.07%,27.55%,24.47%,26.01%,24.71%,19.97,2.32,7.80,12.80,0.59,2.00,N/A,N/A,6.70%,0.0%,63.30%,38.75%,79.99,77.56
387,33,2024,Jalon Calhoun,Purgatory,5.58,37.00,-1.63,Duke,4,12/16/00,24.80,RS SR,23.38,Slot,PROTO Z,Elite Separator,71,190,26.50,4.5,0,19.52%,14.09%,24.94%,28.68%,28.34%,28.51%,27.08%,20.72,2.49,6.90,9.60,0.73,2.19,1%,21%,15.30%,0.0%,24.55%,74.70%,92.67,87.98
388,37,2022,Deven Thompkins,Purgatory,5.58,36.90,-1.64,Utah State,7,12/23/99,25.78,SR,22.36,Slot,BALL HOG,Elite Earner,68,155,23.57,4.45,0,0.00%,1.70%,14.77%,26.26%,40.11%,40.11%,30.49%,20.72,3.41,4.80,15.90,1.05,3.38,7%,25%,4.60%,0.0%,16.70%,81.45%,79.05,70.35
389,29,2026,Malachi Fields,Purgatory,5.57,36.70,-1.64,Notre Dame,2,6/1/02,23.34,RS SR,23.92,Wide,SLOB,Poor Separator,76,205,24.95,4.5,0,3.80%,2.62%,26.95%,29.40%,0.00%,29.40%,29.40%,21.27,2.01,5.10,11.90,0.00,0.00,6%,17%,3.50%,0.0%,88.10%,11.90%,99.98,105.13
390,45,2023,Jared Wayne,Purgatory,5.57,36.50,-1.64,Pitt,4,10/7/00,24.99,SR,22.57,Wide,SLOB,Poor Separator,75,210,26.25,4.73,0,0.00%,7.67%,11.41%,13.93%,36.99%,36.99%,35.14%,21.90,2.81,5.40,14.70,1.03,2.89,6%,18%,7.70%,0.0%,77.25%,21.45%,83.91,86.49
391,46,2023,Trea Shropshire,Purgatory,5.56,36.40,-1.65,UAB,10,6/21/00,25.28,RS SR,22.86,Wide,DEEP,Elite Earner,75,179,22.37,4.52,0,0.00%,0.00%,17.11%,26.21%,35.04%,35.04%,24.53%,21.20,3.81,5.80,20.60,1.52,3.37,6%,26%,6.80%,0.0%,87.60%,12.40%,85.77,88.41
392,35,2020,Dezmon Patmon,Purgatory,5.55,36.20,-1.65,Washington State,5,8/6/98,27.16,SR,21.73,Wide,PROTO X,Elite Earner,76,225,27.39,4.48,6,0.00%,0.00%,7.95%,16.79%,13.41%,15.10%,14.35%,N/A,2.99,5.30,10.10,0.80,1.21,6%,21%,10.60%,0.0%,97.85%,2.15%,111.71,117.46
393,47,2023,Jose Barbon,Purgatory,5.53,36.00,-1.66,Temple,6,4/16/00,25.47,SR,23.04,Hybrid,BALL HOG,Poor Separator,72,185,25.09,4.47,0,0.00%,5.07%,5.59%,20.61%,28.53%,28.53%,24.25%,21.38,1.94,6.10,11.20,0.72,1.88,6%,18%,6.70%,0.0%,73.35%,26.65%,92.68,89.85
394,28,2019,Jamarius Way,Purgatory,5.52,35.90,-1.67,South Alabama,8,11/25/96,28.86,SR,22.43,Wide,SLOB,Elite Earner,76,220,26.78,4.63,0,0.00%,0.00%,0.00%,26.78%,35.06%,35.06%,26.64%,20.78,2.56,6.30,14.90,0.66,2.67,7%,22%,6.20%,0.0%,92.90%,7.00%,95.75,100.67
395,30,2026,Josh Cameron,Purgatory,5.52,35.70,-1.67,Baylor,3,3/18/03,22.55,RS SR,23.13,Wide,PROTO X,Poor Earner,73,225,29.68,4.5,0,0.00%,12.83%,7.03%,22.08%,20.29%,21.18%,20.12%,21.47,1.97,6.30,11.60,0.00,0.00,4%,16%,3.70%,0.0%,90.00%,10.00%,109.74,108.62
396,31,2026,Jared Brown,Purgatory,5.51,35.60,-1.68,South Carolina,1,5/1/03,22.42,RS SR,23.01,Wide,PROTO Z,Poor Separator,72,175,23.73,4.5,0,0.94%,24.65%,23.64%,12.14%,0.00%,18.39%,18.39%,19.35,2.42,9.70,13.20,0.00,0.00,7%,16%,11.80%,0.0%,86.00%,12.50%,85.35,82.75
397,26,2015,Bud Sasser,Purgatory,5.51,35.40,-1.68,Missouri,1,5/29/92,33.35,SR,22.93,Wide,SLOB,N/A,74,210,26.96,4.53,6,0.00%,0.77%,10.60%,10.98%,37.65%,37.65%,37.65%,22.27,2.15,3.80,12.20,0.00,0.00,N/A,N/A,2.50%,0.0%,87.60%,12.40%,99.74,100.76
398,25,2018,Cam Phillips,Purgatory,5.49,35.20,-1.69,Virginia Tech,4,12/16/95,29.80,SR,22.38,Hybrid,BALL HOG,Elite Earner,72,203,27.53,4.79,0,0.00%,17.30%,20.36%,26.81%,30.97%,30.97%,29.42%,19.72,2.98,7.70,11.60,0.59,2.61,7%,27%,2.70%,0.0%,47.50%,52.00%,77.12,74.77
399,32,2026,J.Michael Sturdivant,Purgatory,5.45,35.10,-1.71,Florida,1,12/31/02,22.76,RS SR,23.34,Wide,PROTO X,Poor Earner,75,205,25.62,4.45,0,0.00%,23.48%,20.04%,11.82%,0.00%,17.65%,17.65%,19.68,1.50,5.20,12.10,0.00,0.00,4%,8%,8.30%,0.0%,93.70%,6.30%,104.55,107.77
400,34,2021,Javon McKinley,Purgatory,5.42,34.90,-1.73,Notre Dame,2,4/10/98,27.48,RS SR,23.07,Wide,SLOB,Poor Separator,74,216,27.73,4.6,0,0.00%,0.00%,0.00%,8.18%,25.17%,25.17%,25.17%,22.42,2.30,10.00,13.40,1.59,2.17,4%,14%,4.50%,0.0%,84.50%,15.50%,96.48,97.47
401,41,2025,Konata Mumpfield,Purgatory,5.40,34.70,-1.74,Pitt,4,10/24/02,22.94,SR,22.52,Hybrid,PROTO Z,Poor Earner,71,186,25.94,4.60,7,0.00%,28.70%,20.72%,22.18%,25.38%,27.04%,25.69%,18.87,1.87,5.00,13.10,1.25,0.99,3%,16%,7.10%,0.0%,43.10%,56.55%,83.08,78.88
402,30,2019,Hunter Renfrow,Purgatory,5.39,34.60,-1.75,Clemson,4,12/21/95,29.79,SR,23.36,Slot,PROTO Z,Elite Separator,72,185,25.09,4.59,5,0.00%,12.97%,13.48%,20.47%,13.01%,16.74%,15.91%,21.71,1.95,4.20,9.50,0.65,1.28,3%,20%,2.00%,0.0%,7.60%,92.25%,83.36,80.82
403,38,2022,Charleston Rambo,Purgatory,5.38,34.40,-1.75,Miami,3,8/10/99,26.15,RS SR,22.73,Wide,BALL HOG,Elite Earner,73,185,24.41,4.51,0,0.00%,2.77%,18.20%,9.00%,30.41%,30.41%,28.89%,22.08,2.54,5.20,13.40,0.72,2.53,5%,21%,4.80%,0.0%,80.60%,19.05%,89.43,88.52
404,40,2017,Drew Morgan,Purgatory,5.38,34.30,-1.75,Arkansas,1,12/2/94,30.84,SR,22.42,Hybrid,BALL HOG,N/A,72,194,26.31,4.59,0,0.00%,0.00%,7.41%,24.18%,21.52%,22.85%,22.85%,20.76,3.29,6.60,13.40,0.48,1.82,N/A,N/A,2.90%,0.0%,64.10%,35.95%,87.41,84.75
405,33,2026,Jaden Greathouse,Purgatory,5.37,33.90,-1.75,Notre Dame,2,10/29/04,20.93,JR,21.51,Slot,PROTO Z,Poor Separator,73,210,27.71,4.46,0,0.00%,0.00%,8.96%,18.68%,0.00%,18.68%,18.68%,N/A,2.08,6.50,9.20,0.00,0.00,5%,14%,2.30%,0.0%,5.60%,94.10%,106.15,105.07
405,33,2026,Brandon Inniss,Purgatory,5.37,33.90,-1.75,Ohio State,2,10/7/04,20.99,JR,21.57,Slot,RAT,Poor Earner,72,203,27.53,4.4,0,0.00%,0.00%,2.69%,4.18%,0.00%,4.18%,4.18%,N/A,1.85,5.60,7.60,0.00,0.00,2%,19%,6.70%,0.0%,15.50%,82.50%,108.32,105.02
407,36,2020,Marquez Callaway,Purgatory,5.36,33.80,-1.76,Tennessee,1,3/27/98,27.52,SR,22.09,Wide,SLOB,Poor Separator,74,205,26.32,4.55,0,0.00%,0.00%,19.48%,25.12%,22.06%,23.59%,23.59%,20.44,2.08,4.70,19.80,0.94,2.26,5%,13%,9.10%,0.0%,84.45%,15.10%,95.66,96.64
408,41,2017,Jamari Staples,Purgatory,5.36,33.60,-1.76,Louisville,4,9/10/94,31.07,SR,22.64,Wide,DEEP,N/A,76,190,23.13,4.51,0,0.00%,0.00%,0.00%,20.03%,16.28%,18.15%,17.25%,20.99,2.57,5.60,16.00,0.49,1.57,N/A,N/A,12.20%,0.0%,93.70%,6.30%,91.85,96.58
409,34,2024,Anthony Gould,Purgatory,5.35,33.40,-1.77,Oregon State,5,4/6/01,24.49,SR,23.07,Wide,RAT,Elite Separator,68,174,26.46,4.39,5,0.00%,0.00%,6.56%,22.91%,26.22%,26.22%,24.91%,21.41,2.52,5.40,15.90,0.99,2.50,4%,21%,7.80%,0.0%,77.65%,22.35%,93.70,83.38
410,35,2026,Nic Anderson,Purgatory,5.35,33.30,-1.77,LSU,1,3/19/03,22.54,RS JR,23.12,Wide,SLOB,Poor Earner,76,213,25.93,4.52,0,0.00%,0.00%,18.85%,0.00%,0.00%,9.43%,9.43%,N/A,2.43,7.20,9.00,0.00,0.00,4%,15%,0.00%,0.0%,100.00%,0.00%,102.06,107.31
411,39,2022,Tyler Snead,Purgatory,5.34,33.00,-1.78,ECU,6,2/1/00,25.67,SR,22.25,Slot,RAT,Elite Separator,67,170,26.63,4.52,0,0.00%,6.91%,21.90%,25.73%,26.32%,26.32%,22.37%,19.59,2.05,6.50,8.40,0.80,2.02,3%,20%,5.70%,0.0%,4.20%,95.80%,81.46,70.89
411,48,2023,Malik Knowles,Purgatory,5.34,33.00,-1.78,Kansas State,3,8/17/00,25.13,RS SR,22.71,Wide,PROTO Z,Poor Separator,74,196,25.16,4.5,0,5.14%,16.88%,10.98%,17.03%,24.60%,24.60%,23.37%,22.04,2.13,7.00,10.20,0.86,1.87,4%,18%,4.00%,0.0%,94.20%,5.80%,95.60,96.57
413,42,2025,Robert Lewis,Purgatory,5.33,32.80,-1.78,Auburn,1,1/17/02,23.71,RS SR,23.29,Hybrid,BALL HOG,Poor Earner,70,186,26.69,4.46,0,0.00%,3.77%,23.33%,35.62%,5.34%,20.48%,20.48%,20.62,2.50,5.30,11.60,0.99,0.00,3%,10%,11.10%,0.0%,45.05%,54.80%,94.02,87.38
414,36,2026,Chase Roberts,Purgatory,5.32,32.60,-1.78,BYU,3,6/1/02,23.34,RS SR,23.92,Hybrid,SLOB,Poor Separator,76,210,25.56,4.55,0,0.00%,13.00%,22.76%,28.30%,0.00%,28.30%,26.89%,21.27,2.60,5.90,13.00,0.00,0.00,5%,16%,5.50%,0.0%,59.50%,40.20%,97.99,103.04
415,40,2022,Dai'Jean Dixon,Purgatory,5.32,32.50,-1.79,Nicholls State,11,10/16/98,26.97,SR,23.55,N/A,SLOB,Elite Earner,76,201,24.47,4.62,0,0.00%,25.49%,34.15%,17.87%,36.96%,36.96%,22.18%,19.89,3.12,4.30,0.00,0.00,0.00,7%,26%,0.00%,0.0%,0.00%,0.00%,88.24,92.78
416,42,2017,Keon Hatcher,Purgatory,5.31,32.30,-1.79,Arkansas,1,9/11/94,31.07,RS SR,22.64,Wide,SLOB,N/A,74,209,26.83,4.64,0,0.58%,19.42%,22.83%,5.68%,21.64%,22.23%,22.23%,19.99,3.02,5.90,13.40,0.84,1.91,N/A,N/A,2.20%,0.0%,83.20%,18.95%,90.18,91.10
417,35,2021,Rico Bussey Jr.,Purgatory,5.31,32.10,-1.79,Hawaii,7,2/25/98,27.61,RS SR,23.19,Wide,DEEP,Elite Separator,72,186,24.96,4.5,0,3.58%,16.57%,25.50%,4.41%,13.15%,19.33%,14.69%,20.53,2.78,9.80,17.70,1.27,1.92,3%,19%,11.40%,0.0%,90.00%,10.00%,90.72,88.65
418,27,2015,Vince Mayle,Purgatory,5.30,32.00,-1.80,Washington State,5,6/12/91,34.32,RS SR,23.89,Wide,SLOB,N/A,74,224,28.76,4.67,4,0.00%,0.00%,0.00%,13.32%,25.87%,25.87%,24.58%,23.24,2.69,7.80,9.80,0.00,0.00,N/A,N/A,15.20%,0.0%,99.30%,0.70%,94.19,95.15
419,37,2026,Deion Burks,Purgatory,5.27,31.80,-1.81,Oklahoma,1,1/8/03,22.73,RS SR,23.32,Slot,RAT,Poor Earner,71,185,25.80,4.5,0,3.66%,4.11%,24.82%,27.08%,23.71%,25.39%,25.39%,20.66,2.12,5.10,8.80,0.00,0.00,4%,19%,3.10%,0.0%,13.80%,85.50%,90.23,85.67
420,41,2022,Samori Toure,Purgatory,5.24,31.70,-1.83,Nebraska,2,3/24/98,27.53,RS SR,24.11,Slot,RAT,Elite Separator,75,190,23.75,4.52,7,0.00%,14.72%,35.39%,0.00%,28.09%,31.74%,31.74%,21.45,2.72,7.60,0.00,0.90,2.63,2%,20%,4.20%,0.0%,8.55%,39.90%,91.04,93.84
421,26,2018,Trey Quinn,Purgatory,5.23,31.50,-1.84,SMU,6,12/7/95,29.83,JR,22.40,Slot,RAT,Elite Earner,71,203,28.31,4.55,7,0.00%,0.00%,7.37%,2.62%,32.33%,32.33%,27.48%,21.76,2.62,4.80,8.20,0.60,2.54,4%,28%,1.70%,0.0%,32.70%,17.00%,94.73,89.94
422,43,2025,Daniel Jackson,Purgatory,5.22,31.30,-1.84,Minnesota,2,4/25/02,23.44,RS SR,23.02,Hybrid,BALL HOG,Elite Earner,70,193,27.69,4.63,0,11.98%,14.98%,27.79%,44.58%,32.37%,38.47%,38.47%,20.35,2.39,3.40,13.20,0.98,0.00,8%,20%,6.30%,0.0%,72.20%,27.25%,84.00,78.07
423,27,2018,Byron Pringle,Purgatory,5.22,31.00,-1.84,Kansas State,3,11/17/93,31.88,JR,24.45,Wide,DEEP,Poor Separator,73,203,26.78,4.46,0,0.00%,0.00%,0.00%,30.92%,32.05%,32.05%,30.45%,22.80,2.76,7.40,18.10,0.80,2.93,5%,18%,18.40%,0.0%,90.40%,9.60%,102.61,101.56
423,37,2020,Freddie Swain,Purgatory,5.22,31.00,-1.84,Florida,1,8/4/98,27.17,SR,21.73,Slot,PROTO Z,Elite Separator,72,196,26.58,4.46,6,0.00%,4.21%,4.86%,9.55%,13.22%,13.22%,13.22%,N/A,2.65,8.40,11.10,0.87,1.18,4%,21%,2.60%,0.0%,5.45%,93.10%,99.07,96.05
425,31,2019,Terry Godwin,Purgatory,5.20,30.80,-1.85,Georgia,1,10/23/96,28.95,SR,22.52,Hybrid,PROTO Z,Poor Separator,71,185,25.80,4.55,7,0.00%,15.75%,15.79%,24.09%,12.16%,18.13%,18.13%,20.87,2.47,6.80,13.60,1.15,2.27,4%,17%,4.30%,0.0%,52.15%,47.35%,86.33,81.96
426,28,2018,Korey Robertson,Purgatory,5.20,30.70,-1.85,Southern Miss,10,6/22/95,30.29,JR,22.86,Wide,BALL HOG,Poor Separator,73,209,27.57,4.56,0,0.00%,0.00%,4.33%,11.27%,35.44%,35.44%,24.81%,22.22,2.55,5.10,11.10,0.79,2.53,8%,19%,9.50%,0.0%,97.20%,2.80%,96.68,95.69
427,44,2025,Andrew Armstrong,Purgatory,5.20,30.50,-1.86,Arkansas,1,10/31/00,24.92,RS SR,24.50,Wide,SLOB,Elite Earner,76,202,24.59,4.51,0,0.00%,0.00%,33.49%,33.96%,37.73%,37.73%,37.73%,21.84,2.81,5.50,12.70,1.07,0.00,7%,22%,4.90%,0.0%,88.45%,11.45%,97.65,102.67
428,35,2024,Tayvion Robinson,Purgatory,5.19,30.40,-1.86,Kentucky,1,10/1/00,25.01,RS SR,23.59,Slot,PROTO Z,Elite Separator,70,187,26.83,4.55,0,14.86%,25.51%,26.41%,21.89%,20.07%,23.24%,23.24%,19.94,1.93,8.80,9.30,0.88,2.05,2%,22%,12.80%,0.0%,30.50%,68.60%,87.26,81.10
429,49,2023,Keylon Stokes,Purgatory,5.18,30.20,-1.87,Tulsa,6,10/18/99,25.96,RS SR,23.54,Slot,BALL HOG,Elite Earner,72,194,26.31,4.96,0,27.06%,30.81%,28.31%,4.53%,37.34%,37.34%,31.73%,18.88,2.82,5.50,12.10,0.73,2.95,6%,20%,8.40%,0.0%,1.80%,98.10%,64.11,62.15
430,38,2020,Tony Brown,Purgatory,5.17,30.00,-1.87,Colorado,5,8/8/97,28.16,SR,22.72,Wide,PROTO Z,Poor Earner,73,195,25.73,4.35,0,0.00%,4.49%,2.95%,11.12%,24.74%,24.74%,23.50%,22.09,1.89,5.00,11.60,0.70,1.72,4%,16%,5.10%,0.0%,95.90%,3.95%,108.92,107.81
431,36,2024,Cornelius Johnson,Purgatory,5.17,29.90,-1.87,Michigan,2,11/29/00,24.84,RS SR,23.42,Wide,PROTO X,Poor Earner,75,212,26.50,4.44,7,1.87%,16.38%,19.36%,15.98%,18.84%,19.10%,19.10%,N/A,1.77,6.30,11.50,0.83,1.71,3%,16%,9.60%,0.0%,94.95%,5.05%,109.10,112.46
432,36,2021,Jalen Camp,Purgatory,5.16,29.70,-1.88,Georgia Tech,4,7/10/98,27.24,RS SR,22.82,Wide,DEEP,Poor Separator,74,220,28.25,4.43,6,0.00%,5.29%,17.08%,8.34%,20.94%,20.94%,19.90%,22.17,1.57,4.20,16.60,1.62,2.79,5%,13%,9.40%,0.0%,83.10%,16.75%,114.25,115.41
433,28,2015,Keith Mumphery,Purgatory,5.14,29.50,-1.89,Michigan State,2,6/5/92,33.33,SR,22.91,Wide,DEEP,N/A,72,215,29.16,4.54,5,0.00%,1.10%,18.87%,11.77%,14.34%,16.60%,16.60%,N/A,2.14,5.50,16.10,0.00,0.00,N/A,N/A,7.10%,0.0%,78.90%,20.30%,101.22,98.13
434,29,2018,Deontay Burnett,Purgatory,5.14,29.40,-1.89,USC,5,10/4/97,28.00,JR,20.57,Slot,BALL HOG,Elite Separator,72,186,25.23,4.7,0,0.00%,0.00%,4.26%,17.31%,26.61%,26.61%,25.28%,19.93,2.38,5.80,10.50,0.69,2.27,3%,24%,3.40%,0.0%,10.85%,84.00%,76.23,73.91
435,37,2024,Chris Autman-Bell,Purgatory,5.13,29.20,-1.89,Minnesota,2,3/31/99,26.51,RS SR,25.09,Wide,PROTO Z,Poor Separator,73,210,27.71,4.55,0,11.27%,30.85%,24.03%,39.15%,6.82%,22.98%,22.98%,21.45,4.65,5.40,14.80,1.27,3.15,4%,13%,33.30%,0.0%,85.95%,13.00%,97.99,97.00
436,50,2023,Brycen Tremayne,Purgatory,5.12,29.10,-1.90,Stanford,5,11/18/99,25.88,SR,23.45,Hybrid,SLOB,Poor Separator,76,212,25.81,4.55,0,0.00%,0.70%,15.37%,9.29%,16.06%,16.06%,15.25%,N/A,2.08,3.60,11.90,1.15,1.63,6%,11%,5.00%,0.0%,74.75%,25.25%,98.93,104.02
437,37,2021,Trevon Grimes,Purgatory,5.11,28.70,-1.91,Florida,1,11/28/98,26.85,SR,22.43,Hybrid,SLOB,Poor Separator,76,220,26.78,4.5,0,0.00%,0.54%,13.11%,12.56%,12.69%,12.90%,12.90%,N/A,1.89,8.40,13.50,0.97,1.38,6%,13%,5.00%,0.0%,74.60%,25.25%,107.30,112.82
437,45,2025,Da'Quan Felton,Purgatory,5.11,28.70,-1.91,Virginia Tech,4,1/13/01,24.72,RS SR,24.30,Wide,SLOB,Poor Separator,77,213,25.26,4.50,0,0.00%,19.72%,31.12%,25.44%,15.84%,23.48%,22.31%,21.63,2.00,8.40,17.90,1.24,0.00,6%,18%,13.50%,0.0%,91.15%,8.85%,103.89,111.39
439,42,2022,Emeka Emezie,Purgatory,5.11,28.60,-1.91,NC State,4,5/18/98,27.38,SR,23.96,Wide,SLOB,Poor Separator,75,212,26.50,4.5,0,4.55%,15.13%,20.95%,23.40%,23.17%,23.29%,22.12%,21.30,2.34,4.40,13.70,0.75,1.84,5%,18%,7.70%,0.0%,88.85%,11.15%,103.40,106.58
440,38,2021,Warren Jackson,Purgatory,5.10,28.40,-1.91,Colorado State,7,6/16/99,26.30,SR,21.88,Hybrid,SLOB,Elite Earner,78,219,25.31,4.72,0,0.00%,6.98%,11.07%,30.57%,0.00%,30.57%,23.24%,20.22,2.99,4.50,12.10,0.72,2.92,9%,24%,5.70%,0.0%,38.95%,10.45%,88.25,96.48
441,24,2016,Cody Core,Purgatory,5.10,28.20,-1.91,Ole Miss,1,4/17/94,31.47,SR,22.04,Hybrid,PROTO X,N/A,75,205,25.62,4.47,6,0.00%,0.12%,5.35%,16.25%,14.82%,15.54%,15.54%,N/A,2.08,7.40,12.40,0.00,0.00,N/A,N/A,5.10%,0.0%,61.90%,37.60%,102.70,105.86
442,51,2023,Jacob Copeland,Purgatory,5.09,28.10,-1.92,Maryland,2,7/19/99,26.21,RS SR,23.79,Wide,PROTO Z,Elite Separator,71,201,28.03,4.42,0,0.58%,6.98%,9.57%,19.43%,11.12%,15.27%,15.27%,N/A,2.20,5.50,14.00,0.81,1.54,3%,20%,3.70%,0.0%,83.55%,16.45%,105.33,100.00
443,52,2023,Keytaon Thompson,Purgatory,5.08,27.90,-1.92,Virginia,4,10/23/98,26.95,RS SR,24.53,Slot,SLOB,Elite Earner,76,215,26.17,4.53,0,0.00%,0.00%,3.76%,21.01%,65.50%,65.50%,62.22%,22.86,2.54,5.80,6.90,0.56,2.11,6%,23%,15.90%,0.0%,15.05%,69.45%,102.11,107.37
444,53,2023,Jalen Wayne,Purgatory,5.08,27.80,-1.92,South Alabama,5,5/13/99,26.39,RS JR,23.97,Wide,SLOB,Elite Separator,74,210,26.96,4.51,0,0.00%,3.25%,15.37%,20.51%,23.52%,23.52%,22.34%,22.31,1.88,5.00,14.00,0.84,1.83,3%,20%,10.90%,0.0%,80.95%,19.05%,101.52,102.56
445,32,2019,Jovon Durante,Purgatory,5.07,27.60,-1.93,FAU,10,4/11/96,29.48,JR,23.05,Hybrid,BALL HOG,Elite Separator,72,165,22.38,4.55,0,0.00%,15.45%,9.90%,0.00%,30.70%,30.70%,21.49%,22.40,2.57,7.60,11.20,0.00,0.00,3%,26%,8.20%,0.0%,43.05%,6.40%,77.00,74.65
446,39,2020,Jauan Jennings,Purgatory,5.06,27.40,-1.93,Tennessee,1,7/10/97,28.24,RS SR,22.80,Slot,SLOB,Elite Earner,75,212,26.50,4.72,7,5.77%,18.71%,0.82%,18.58%,33.67%,33.67%,33.67%,22.17,3.17,8.30,11.40,0.88,2.69,8%,22%,6.30%,0.0%,23.25%,75.10%,85.43,88.06
