Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att,Yds,Y/A,TD
2024,Wyoming,460,12,3,9,0,.250,232,340,-108,460,1654,3.6,14
2001,Colorado State,459,11,7,5,0,.583,253,254,-1,459,2094,4.6,16
2005,San Diego State,458,12,5,7,0,.417,323,325,-2,458,1770,3.9,16
2024,New Mexico,456,12,5,7,0,.417,402,456,-54,456,3043,6.7,37
2008,Colorado State,456,13,7,6,0,.538,327,393,-66,456,1919,4.2,18
2019,Utah State,455,13,7,6,0,.538,380,399,-19,455,2016,4.4,18
2023,San Diego State,454,12,4,8,0,.333,246,321,-75,454,1851,4.1,16
2021,Boise State,454,12,7,5,0,.583,350,228,122,454,1491,3.3,15
2014,San Jose State,454,12,3,9,0,.250,232,353,-121,454,1696,3.7,11
2010,Nevada-Las Vegas,453,13,2,11,0,.154,239,516,-277,453,1343,3.0,9
2012,Nevada-Las Vegas,452,13,2,11,0,.154,286,424,-138,452,1938,4.3,16
2011,Colorado State,452,12,3,9,0,.250,257,375,-118,452,2002,4.4,17
2006,Utah,451,13,8,5,0,.615,363,258,105,451,1826,4.0,14
2014,Wyoming,449,12,4,8,0,.333,253,394,-141,449,1844,4.1,17
2013,Wyoming,448,12,5,7,0,.417,375,440,-65,448,2283,5.1,21
2017,Wyoming,446,13,8,5,0,.615,305,228,77,446,1414,3.2,13
2019,Nevada,444,13,7,6,0,.538,277,415,-138,444,1505,3.4,16
2023,Nevada,443,12,2,10,0,.167,208,401,-193,443,1498,3.4,14
2019,Nevada-Las Vegas,442,12,4,8,0,.333,290,396,-106,442,2020,4.6,17
2004,Nevada-Las Vegas,442,11,2,9,0,.182,229,357,-128,442,1903,4.3,17
2002,Utah,442,11,5,6,0,.455,249,226,23,442,1803,4.1,15
2012,Wyoming,441,12,4,8,0,.333,322,401,-79,441,1502,3.4,13
2006,Wyoming,441,12,6,6,0,.500,258,264,-6,441,1588,3.6,12
2023,New Mexico,440,12,4,8,0,.333,327,421,-94,440,2312,5.3,26
2016,Fresno State,440,12,1,11,0,.083,212,371,-159,440,1394,3.2,11
2010,New Mexico,440,12,1,11,0,.083,190,532,-342,440,1296,2.9,10
2022,New Mexico,439,12,2,10,0,.167,157,312,-155,439,1478,3.4,12
2012,Hawaii,439,12,3,9,0,.250,254,428,-174,439,1303,3.0,12
2010,San Diego State,439,13,9,4,0,.692,455,287,168,439,2097,4.8,29
2006,BYU,437,13,11,2,0,.846,478,191,287,437,1845,4.2,27
2021,Fresno State,436,13,10,3,0,.769,434,267,167,436,1786,4.1,17
2007,Nevada-Las Vegas,436,12,2,10,0,.167,218,343,-125,436,1688,3.9,11
2014,Colorado State,435,13,10,3,0,.769,441,326,115,435,2071,4.8,24
2018,Nevada,434,13,8,5,0,.615,404,350,54,434,1979,4.6,24
2006,New Mexico,433,13,6,7,0,.462,284,312,-28,433,1444,3.3,10
2013,San Jose State,432,12,6,6,0,.500,389,421,-32,432,1648,3.8,12
2021,Hawaii,430,13,6,7,0,.462,374,408,-34,430,1871,4.4,22
2023,San Jose State,429,13,7,6,0,.538,414,333,81,429,2393,5.6,31
2001,San Diego State,429,11,3,8,0,.273,184,290,-106,429,1627,3.8,17
2013,Hawaii,428,12,1,11,0,.083,329,465,-136,428,1375,3.2,12
2010,Utah,428,13,10,3,0,.769,430,264,166,428,1988,4.6,27
2022,Nevada,427,12,2,10,0,.167,226,371,-145,427,1421,3.3,19
2024,San Diego State,424,12,3,9,0,.250,256,355,-99,424,1547,3.6,13
2015,Hawaii,424,13,3,10,0,.231,229,463,-234,424,1611,3.8,15
2008,BYU,424,13,10,3,0,.769,445,285,160,424,1747,4.1,21
2000,Utah,424,11,4,7,0,.364,234,207,27,424,1464,3.5,12
2015,Fresno State,423,12,3,9,0,.250,267,457,-190,423,1642,3.9,14
2024,Utah State,422,12,4,8,0,.333,383,453,-70,422,2383,5.6,21
2006,San Diego State,422,12,3,9,0,.250,170,325,-155,422,1430,3.4,10
2017,Hawaii,420,12,3,9,0,.250,273,407,-134,420,2018,4.8,15
2005,Colorado State,420,12,6,6,0,.500,321,369,-48,420,1460,3.5,14
2002,BYU,420,12,5,7,0,.417,272,333,-61,420,1453,3.5,17
2005,BYU,418,12,6,6,0,.500,396,351,45,418,1828,4.4,24
2019,Hawaii,416,15,10,5,0,.667,508,478,30,416,2021,4.9,21
2018,Hawaii,416,14,8,6,0,.571,431,491,-60,416,1538,3.7,11
2009,Colorado State,416,12,3,9,0,.250,260,358,-98,416,1731,4.2,15
2013,Fresno State,413,13,11,2,0,.846,564,394,170,413,1967,4.8,21
2003,San Diego State,413,12,6,6,0,.500,224,207,17,413,1470,3.6,11
2016,Utah State,409,12,3,9,0,.250,287,352,-65,409,2050,5.0,25
2022,Hawaii,406,13,3,10,0,.231,257,451,-194,406,1784,4.4,16
2011,New Mexico,405,12,1,11,0,.083,144,500,-356,405,1358,3.4,10
2008,Nevada-Las Vegas,404,12,5,7,0,.417,307,391,-84,404,1460,3.6,15
2022,Nevada-Las Vegas,402,12,5,7,0,.417,316,342,-26,402,1645,4.1,18
2010,Wyoming,402,12,3,9,0,.250,230,364,-134,402,1434,3.6,17
2012,Colorado State,399,12,4,8,0,.333,254,363,-109,399,1546,3.9,12
2000,BYU,398,12,6,6,0,.500,280,310,-30,398,1202,3.0,21
2000,Colorado State,398,11,10,2,0,.833,341,208,133,398,1510,3.8,18
2003,BYU,397,12,4,8,0,.333,196,310,-114,397,1195,3.0,7
2021,Nevada-Las Vegas,395,12,2,10,0,.167,249,394,-145,395,1317,3.3,18
2019,Colorado State,395,12,4,8,0,.333,337,374,-37,395,1586,4.0,18
2000,Wyoming,395,11,1,10,0,.091,170,393,-223,395,1169,3.0,8
2010,Colorado State,392,12,3,9,0,.250,198,416,-218,392,1356,3.5,10
2004,Colorado State,392,11,4,7,0,.364,261,325,-64,392,1228,3.1,13
2018,Colorado State,391,12,3,9,0,.250,274,441,-167,391,1270,3.2,8
2019,Fresno State,390,12,4,8,0,.333,360,361,-1,390,1916,4.9,27
2009,Nevada-Las Vegas,389,12,5,7,0,.417,298,389,-91,389,1522,3.9,20
2002,Wyoming,387,12,2,10,0,.167,288,432,-144,387,1200,3.1,13
2022,Colorado State,385,12,3,9,0,.250,158,323,-165,385,1068,2.8,4
2024,Fresno State,383,13,6,7,0,.462,339,323,16,383,1276,3.3,21
2004,BYU,383,11,5,6,0,.455,267,295,-28,383,1135,3.0,12
2001,Wyoming,380,11,2,9,0,.182,229,368,-139,380,1093,2.9,15
2004,San Diego State,377,11,4,7,0,.364,234,282,-48,377,1432,3.8,9
2006,Colorado State,372,12,4,8,0,.333,202,263,-61,372,918,2.5,10
2003,Wyoming,371,12,4,8,0,.333,286,360,-74,371,1013,2.7,11
2002,San Diego State,370,13,4,9,0,.308,309,411,-102,370,948,2.6,9
2023,Fresno State,366,13,9,4,0,.692,396,305,91,366,1372,3.7,16
2005,Nevada-Las Vegas,366,11,2,9,0,.182,207,381,-174,366,1188,3.2,10
2000,San Diego State,365,11,3,8,0,.273,170,273,-103,365,854,2.3,10
2017,Nevada,362,12,3,9,0,.250,338,407,-69,362,1526,4.2,12
2009,New Mexico,361,12,1,11,0,.083,196,431,-235,361,1203,3.3,8
2007,San Diego State,359,12,4,8,0,.333,301,413,-112,359,1247,3.5,19
2018,San Jose State,356,12,1,11,0,.083,255,439,-184,356,738,2.1,8
2005,Wyoming,356,11,4,7,0,.364,271,297,-26,356,1292,3.6,15
2020,San Diego State,352,8,4,4,0,.500,197,142,55,352,1613,4.6,14
2021,San Jose State,349,12,5,7,0,.417,240,318,-78,349,1452,4.2,12
2006,Nevada-Las Vegas,345,12,2,10,0,.167,238,382,-144,345,1074,3.1,11
2022,San Jose State,343,12,7,5,0,.583,329,264,65,343,1149,3.3,19
2024,Hawaii,340,12,5,7,0,.417,268,312,-44,340,1172,3.4,7
2021,Nevada,336,13,8,5,0,.615,464,345,119,336,1007,3.0,13
2023,Colorado State,332,12,5,7,0,.417,313,355,-42,332,1106,3.3,10
2009,San Diego State,328,12,4,8,0,.333,280,366,-86,328,940,2.9,8
2023,Hawaii,325,13,5,8,0,.385,278,419,-141,325,989,3.0,6
2024,San Jose State,324,13,7,6,0,.538,369,358,11,324,1145,3.5,13
2020,Hawaii,324,9,5,4,0,.556,236,248,-12,324,1373,4.2,15
2020,Air Force,312,6,3,3,0,.500,146,90,56,312,1834,5.9,16
2019,San Jose State,304,12,5,7,0,.417,361,383,-22,304,1079,3.5,19
2020,New Mexico,289,7,2,5,0,.286,167,228,-61,289,1370,4.7,12
2008,San Diego State,284,12,2,10,0,.167,231,446,-215,284,878,3.1,11
2020,Wyoming,275,6,2,4,0,.333,159,126,33,275,1317,4.8,16
2020,Nevada,256,9,7,2,0,.778,277,210,67,256,1101,4.3,7
2020,San Jose State,229,8,7,1,0,.875,229,159,70,229,1073,4.7,8
2020,Boise State,228,7,5,2,0,.714,237,190,47,228,775,3.4,13
2020,Nevada-Las Vegas,224,6,0,6,0,.000,104,228,-124,224,868,3.9,7
2020,Fresno State,216,6,3,3,0,.500,197,180,17,216,738,3.4,12
2020,Utah State,192,6,1,5,0,.167,93,211,-118,192,840,4.4,4
2020,Colorado State,156,4,1,3,0,.250,89,143,-54,156,496,3.2,6
2015,Georgia Southern,724,13,9,4,0,.692,474,306,168,724,4713,6.5,54
2019,Georgia Southern,666,13,7,6,0,.538,366,366,0,666,3286,4.9,29
2017,Georgia Southern,644,12,2,10,0,.167,250,386,-136,644,2668,4.1,19
2014,Georgia Southern,641,12,9,3,0,.750,469,281,188,641,4559,7.1,55
2018,Georgia Southern,638,13,10,3,0,.769,396,280,116,638,3469,5.4,35
2020,Georgia Southern,636,13,8,5,0,.615,354,270,84,636,3474,5.5,29
2015,Appalachian State,608,13,11,2,0,.846,477,248,229,608,3539,5.8,25
2015,Arkansas State,608,13,9,4,0,.692,520,393,127,608,3017,5.0,35
2016,Georgia Southern,602,12,5,7,0,.417,319,318,1,602,2697,4.5,24
2022,Marshall,597,13,9,4,0,.692,318,208,110,597,2677,4.5,20
2019,Appalachian State,597,14,13,1,0,.929,543,280,263,597,3248,5.4,35
2019,Georgia State,596,13,7,6,0,.538,406,471,-65,596,3141,5.3,30
2003,New Mexico State,591,12,3,9,0,.250,262,341,-79,591,2541,4.3,21
2002,North Texas,587,12,8,5,0,.615,249,192,57,587,2372,4.0,23
2016,Louisiana,584,13,6,7,0,.462,307,329,-22,584,2332,4.0,21
2021,Georgia State,583,13,8,5,0,.615,366,352,14,583,2950,5.1,25
2013,Arkansas State,579,13,8,5,0,.615,379,340,39,579,2674,4.6,31
2022,Georgia State,577,12,4,8,0,.333,360,374,-14,577,2561,4.4,26
2014,Arkansas State,576,13,7,6,0,.538,477,396,81,576,2813,4.9,35
2019,Louisiana,573,14,11,3,0,.786,531,276,255,573,3604,6.3,42
2002,New Mexico State,573,12,7,5,0,.583,327,328,-1,573,2575,4.5,25
2016,Appalachian State,566,13,10,3,0,.769,380,232,148,566,3340,5.9,29
2013,Louisiana,564,13,9,4,0,.692,439,344,95,564,2659,4.7,33
2021,Appalachian State,563,14,10,4,0,.714,483,310,173,563,2696,4.8,26
2021,Louisiana,562,14,13,1,0,.929,435,259,176,562,2719,4.8,34
2003,North Texas,561,12,9,4,0,.692,358,285,73,561,2308,4.1,28
2007,Louisiana-Monroe,555,12,6,6,0,.500,282,332,-50,555,2508,4.5,18
2018,Louisiana,552,14,7,7,0,.500,447,479,-32,552,3063,5.5,31
2001,New Mexico State,550,12,5,7,0,.417,286,400,-114,550,2493,4.5,27
2014,Louisiana,548,13,9,4,0,.692,383,338,45,548,2937,5.4,31
2011,Western Kentucky,544,12,7,5,0,.583,275,298,-23,544,2179,4.0,25
2020,Appalachian State,543,12,9,3,0,.750,406,240,166,543,3187,5.9,28
2007,Louisiana,542,12,3,9,0,.250,285,430,-145,542,3019,5.6,23
2018,Appalachian State,540,13,11,2,0,.846,485,201,284,540,3125,5.8,31
2012,Arkansas State,540,13,10,3,0,.769,454,318,136,540,2681,5.0,31
2014,Texas State,539,12,7,5,0,.583,406,332,74,539,2862,5.3,29
2014,South Alabama,537,13,6,7,0,.462,293,343,-50,537,2327,4.3,16
2002,Arkansas State,537,13,6,7,0,.462,259,361,-102,537,2374,4.4,25
2014,Appalachian State,536,12,7,5,0,.583,428,328,100,536,2892,5.4,33
2023,Appalachian State,534,14,9,5,0,.643,465,378,87,534,2408,4.5,23
2008,Louisiana,533,12,6,6,0,.500,397,404,-7,533,3164,5.9,32
2021,Georgia Southern,531,12,3,9,0,.250,243,377,-134,531,2339,4.4,22
2005,Louisiana,531,11,6,5,0,.545,286,304,-18,531,2797,5.3,34
2017,Appalachian State,530,13,9,4,0,.692,435,263,172,530,2907,5.5,27
2024,Texas State,529,13,8,5,0,.615,475,319,156,529,2707,5.1,27
2023,Texas State,529,13,8,5,0,.615,477,427,50,529,2427,4.6,33
2002,Middle Tennessee State,528,12,4,8,0,.333,297,332,-35,528,2504,4.7,30
2010,Middle Tennessee State,525,13,6,7,0,.462,344,365,-21,525,2350,4.5,32
2010,Florida International,522,13,7,6,0,.538,374,355,19,522,2438,4.7,26
2024,James Madison,520,13,9,4,0,.692,433,266,167,520,2490,4.8,20
2019,Coastal Carolina,519,12,5,7,0,.417,364,366,-2,519,2351,4.5,24
2009,Middle Tennessee State,519,13,10,3,0,.769,416,308,108,519,2418,4.7,22
2020,Coastal Carolina,518,12,11,1,0,.917,446,243,203,518,2620,5.1,30
2016,Arkansas State,517,13,8,5,0,.615,355,279,76,517,1784,3.5,19
2011,Arkansas State,516,13,10,3,0,.769,422,270,152,516,2005,3.9,25
2018,Coastal Carolina,514,12,5,7,0,.417,320,398,-78,514,2384,4.6,21
2023,Georgia State,513,13,7,6,0,.538,354,391,-37,513,2445,4.8,25
2022,Coastal Carolina,513,13,9,4,0,.692,378,414,-36,513,2071,4.0,22
2016,Louisiana-Monroe,512,12,4,8,0,.333,280,469,-189,512,2176,4.3,21
2019,South Alabama,510,12,2,10,0,.167,221,368,-147,510,2057,4.0,15
2004,Troy,510,12,7,5,0,.583,286,200,86,510,2007,3.9,17
2024,Marshall,509,13,10,3,0,.769,414,300,114,509,2622,5.2,21
2006,Arkansas State,507,12,6,6,0,.500,182,289,-107,507,2012,4.0,12
2018,Arkansas State,506,13,8,5,0,.615,394,333,61,506,2418,4.8,18
2012,Western Kentucky,506,13,7,6,0,.538,366,331,35,506,2362,4.7,21
2022,South Alabama,505,13,10,3,0,.769,406,277,129,505,2038,4.0,19
2021,Coastal Carolina,504,13,11,2,0,.846,532,281,251,504,2989,5.9,36
2010,Western Kentucky,500,12,2,10,0,.167,274,398,-124,500,2106,4.2,21
2021,Louisiana-Monroe,499,12,4,8,0,.333,251,402,-151,499,1614,3.2,13
2022,Troy,496,14,12,2,0,.857,358,240,118,496,1638,3.3,21
2003,Middle Tennessee State,494,12,4,8,0,.333,332,375,-43,494,1735,3.5,23
2018,South Alabama,491,12,3,9,0,.250,290,465,-175,491,1824,3.7,17
2004,North Texas,491,12,7,5,0,.583,309,358,-49,491,2237,4.6,21
2012,Florida International,489,12,3,9,0,.250,300,380,-80,489,1744,3.6,20
2012,South Alabama,489,13,2,11,0,.154,240,383,-143,489,1606,3.3,10
2010,North Texas,489,12,3,9,0,.250,287,356,-69,489,2426,5.0,17
2024,Arkansas State,488,13,8,5,0,.615,336,418,-82,488,2040,4.2,18
2016,Idaho,488,13,9,4,0,.692,400,407,-7,488,1921,3.9,24
2013,South Alabama,488,12,6,6,0,.500,353,302,51,488,2073,4.2,25
2009,Louisiana-Monroe,488,12,6,6,0,.500,307,328,-21,488,2207,4.5,21
2008,Arkansas State,488,12,6,6,0,.500,324,285,39,488,2440,5.0,19
2023,Troy,486,14,11,3,0,.786,415,240,175,486,2148,4.4,19
2023,Southern Mississippi,485,12,3,9,0,.250,278,429,-151,485,1953,4.0,16
2016,Troy,485,13,10,3,0,.769,438,287,151,485,2199,4.5,28
2024,Coastal Carolina,484,13,6,7,0,.462,373,411,-38,484,2242,4.6,21
2024,Louisiana,484,14,10,4,0,.714,433,338,95,484,2330,4.8,26
2018,Troy,484,13,10,3,0,.769,399,286,113,484,2260,4.7,21
2024,Old Dominion,481,12,5,7,0,.417,336,336,0,481,2517,5.2,27
2015,South Alabama,481,12,5,7,0,.417,300,447,-147,481,1930,4.0,18
2005,Arkansas State,481,12,6,6,0,.500,294,303,-9,481,2318,4.8,21
2017,Texas State,480,12,2,10,0,.167,207,403,-196,480,1609,3.4,11
2012,Louisiana,480,13,9,4,0,.692,461,365,96,480,2515,5.2,33
2011,North Texas,480,12,5,7,0,.417,298,368,-70,480,1829,3.8,19
2022,James Madison,479,11,8,3,0,.727,407,230,177,479,2054,4.3,24
2022,Southern Mississippi,478,13,7,6,0,.538,329,306,23,478,1843,3.9,15
2012,North Texas,478,12,4,8,0,.333,251,334,-83,478,2077,4.3,17
2006,Louisiana,478,12,6,6,0,.500,248,296,-48,478,2261,4.7,20
2011,Florida International,477,13,8,5,0,.615,325,253,72,477,1893,4.0,18
2023,Old Dominion,474,13,6,7,0,.462,310,353,-43,474,1994,4.2,15
2022,Appalachian State,474,12,6,6,0,.500,419,321,98,474,2453,5.2,27
2006,Middle Tennessee State,474,13,7,6,0,.538,296,302,-6,474,1705,3.6,24
2010,Louisiana-Monroe,473,12,5,7,0,.417,250,389,-139,473,1444,3.1,13
2001,North Texas,473,11,5,7,0,.417,255,248,7,473,1764,3.7,13
2014,New Mexico State,471,12,2,10,0,.167,294,469,-175,471,2139,4.5,19
2001,Middle Tennessee State,471,11,8,3,0,.727,408,286,122,471,2614,5.5,32
2015,Texas State,470,12,3,9,0,.250,323,470,-147,470,2268,4.8,24
2013,Texas State,470,12,6,6,0,.500,287,328,-41,470,2066,4.4,22
2023,Louisiana,469,13,6,7,0,.462,418,372,46,469,2284,4.9,25
2023,South Alabama,469,13,7,6,0,.538,430,273,157,469,2236,4.8,28
2016,South Alabama,469,13,6,7,0,.462,330,351,-21,469,1893,4.0,25
2010,Troy,469,13,8,5,0,.615,443,393,50,469,2036,4.3,21
2013,Western Kentucky,468,12,8,4,0,.667,370,295,75,468,2364,5.1,31
2012,Middle Tennessee State,468,12,8,4,0,.667,319,336,-17,468,2120,4.5,19
2004,Florida Atlantic,468,12,9,3,0,.750,299,207,92,468,1509,3.2,16
2011,Louisiana-Monroe,466,12,4,8,0,.333,295,305,-10,466,1836,3.9,22
2023,Coastal Carolina,465,13,8,5,0,.615,360,310,50,465,2010,4.3,17
2007,Florida Atlantic,465,12,8,5,0,.615,405,432,-27,465,1638,3.5,17
2017,Arkansas State,462,12,7,5,0,.583,454,309,145,462,1833,4.0,17
2007,Troy,462,12,8,4,0,.667,408,295,113,462,2191,4.7,22
2018,Georgia State,461,12,2,10,0,.167,287,449,-162,461,2069,4.5,21
2014,Troy,461,12,3,9,0,.250,262,434,-172,461,1971,4.3,18
2009,Louisiana,460,12,6,6,0,.500,266,364,-98,460,1643,3.6,19
2007,Arkansas State,460,12,5,7,0,.417,291,331,-40,460,2112,4.6,16
2003,Arkansas State,460,12,5,7,0,.417,242,401,-159,460,1910,4.2,20
2023,Arkansas State,459,13,6,7,0,.462,352,395,-43,459,1919,4.2,20
2017,Louisiana-Monroe,459,12,4,8,0,.333,407,492,-85,459,2040,4.4,27
2007,Middle Tennessee State,459,12,5,7,0,.417,308,339,-31,459,1617,3.5,17
2015,Idaho,458,12,4,8,0,.333,364,505,-141,458,1766,3.9,23
2012,Troy,457,12,5,7,0,.417,367,366,1,457,2007,4.4,22
2004,Idaho,457,12,3,9,0,.250,245,473,-228,457,1579,3.5,17
2024,Louisiana-Monroe,456,12,5,7,0,.417,252,345,-93,456,2036,4.5,17
2022,Louisiana,456,13,6,7,0,.462,340,297,43,456,1843,4.0,10
2019,Arkansas State,456,13,8,5,0,.615,438,444,-6,456,1654,3.6,13
2011,Louisiana,456,13,9,4,0,.692,420,388,32,456,1627,3.6,19
2019,Louisiana-Monroe,455,12,5,7,0,.417,379,464,-85,455,2492,5.5,29
2023,Marshall,452,13,6,7,0,.462,296,373,-77,452,1720,3.8,21
2017,Louisiana,452,12,5,7,0,.417,338,480,-142,452,2204,4.9,27
2016,New Mexico State,452,12,3,9,0,.250,298,466,-168,452,2032,4.5,12
2006,Florida Atlantic,452,12,5,7,0,.417,181,299,-118,452,1314,2.9,9
2015,Louisiana,450,12,4,8,0,.333,317,382,-65,450,2063,4.6,25
2012,Louisiana-Monroe,450,13,8,5,0,.615,440,379,61,450,1847,4.1,24
2024,South Alabama,449,13,7,6,0,.538,447,327,120,449,2583,5.8,32
2008,Troy,448,13,8,5,0,.615,426,277,149,448,2179,4.9,23
2024,Georgia Southern,447,13,8,5,0,.615,364,359,5,447,1669,3.7,24
2023,James Madison,446,13,11,2,0,.846,443,253,190,446,1744,3.9,17
2018,Texas State,446,12,3,9,0,.250,237,332,-95,446,1766,4.0,15
2017,Coastal Carolina,446,12,3,9,0,.250,284,408,-124,446,1875,4.2,15
2017,Idaho,446,12,4,8,0,.333,251,309,-58,446,1495,3.4,10
2015,New Mexico State,445,12,3,9,0,.250,343,540,-197,445,2182,4.9,16
2009,Western Kentucky,445,12,0,12,0,.000,245,475,-230,445,2074,4.7,18
2006,Louisiana-Monroe,445,12,4,8,0,.333,262,267,-5,445,1864,4.2,19
2009,Troy,444,13,9,4,0,.692,438,387,51,444,1939,4.4,29
2020,Georgia State,443,10,6,4,0,.600,333,317,16,443,1940,4.4,22
2021,Texas State,442,12,4,8,0,.333,277,396,-119,442,1790,4.0,17
2021,South Alabama,437,12,5,7,0,.417,299,317,-18,437,1340,3.1,15
2014,Idaho,437,12,1,10,0,.091,275,410,-135,437,1547,3.5,22
2013,Troy,437,12,6,6,0,.500,409,431,-22,437,1692,3.9,23
2006,North Texas,437,12,3,9,0,.250,154,304,-150,437,1404,3.2,5
2024,Troy,436,12,4,8,0,.333,312,341,-29,436,1874,4.3,17
2017,Georgia State,436,12,7,5,0,.583,244,297,-53,436,1414,3.2,12
2006,Troy,436,13,8,5,0,.615,296,289,7,436,1671,3.8,15
2009,Florida Atlantic,434,12,5,7,0,.417,329,405,-76,434,1829,4.2,17
2007,Florida International,430,12,1,11,0,.083,181,469,-288,430,1429,3.3,6
2005,Troy,430,11,4,7,0,.364,175,255,-80,430,1300,3.0,6
2011,Middle Tennessee State,429,12,2,10,0,.167,267,441,-174,429,1761,4.1,14
2005,Middle Tennessee State,429,11,4,7,0,.364,210,206,4,429,1200,2.8,18
2009,Arkansas State,428,12,4,8,0,.333,272,279,-7,428,1623,3.8,21
2001,Arkansas State,427,11,2,9,0,.182,177,357,-180,427,1610,3.8,11
2020,Louisiana,426,11,10,1,0,.909,370,242,128,426,2346,5.5,25
2016,Texas State,426,12,2,10,0,.167,223,493,-270,426,989,2.3,13
2015,Louisiana-Monroe,425,13,2,11,0,.154,273,475,-202,425,1338,3.1,7
2008,Louisiana-Monroe,424,12,4,8,0,.333,284,374,-90,424,1832,4.3,15
2009,Florida International,423,12,3,9,0,.250,275,424,-149,423,1251,3.0,19
2005,Florida Atlantic,423,11,2,9,0,.182,148,339,-191,423,1259,3.0,6
2003,Louisiana,422,12,4,8,0,.333,266,415,-149,422,1398,3.3,18
2004,Louisiana,421,11,4,7,0,.364,242,272,-30,421,1680,4.0,12
2010,Arkansas State,420,12,4,8,0,.333,360,369,-9,420,1789,4.3,23
2009,North Texas,420,12,2,10,0,.167,319,427,-108,420,2223,5.3,27
2022,Louisiana-Monroe,418,12,4,8,0,.333,268,413,-145,418,1448,3.5,16
2020,South Alabama,418,11,4,7,0,.364,219,300,-81,418,1232,2.9,7
2008,Florida International,418,12,5,7,0,.417,296,340,-44,418,1184,2.8,15
2008,Florida Atlantic,416,12,7,6,0,.538,326,373,-47,416,1804,4.3,16
2023,Louisiana-Monroe,415,12,2,10,0,.167,208,419,-211,415,1753,4.2,7
2018,Louisiana-Monroe,414,12,6,6,0,.500,319,381,-62,414,2008,4.9,22
2010,Louisiana,414,12,3,9,0,.250,268,444,-176,414,1207,2.9,14
2002,Louisiana-Monroe,413,12,3,9,0,.250,236,451,-215,413,1461,3.5,12
2024,Southern Mississippi,412,12,1,11,0,.083,183,453,-270,412,1303,3.2,13
2008,Middle Tennessee State,412,12,5,7,0,.417,274,299,-25,412,1283,3.1,15
2012,Florida Atlantic,410,12,3,9,0,.250,246,370,-124,410,1357,3.3,12
2017,Troy,409,13,11,2,0,.846,410,240,170,409,1935,4.7,30
2015,Georgia State,407,13,6,7,0,.462,350,368,-18,407,1260,3.1,15
2004,New Mexico State,406,11,5,6,0,.455,273,355,-82,406,1422,3.5,14
2005,North Texas,405,11,2,9,0,.182,157,346,-189,405,1569,3.9,8
2004,Louisiana-Monroe,404,11,5,6,0,.455,211,303,-92,404,1538,3.8,12
2005,Louisiana-Monroe,403,11,5,6,0,.455,239,339,-100,403,1531,3.8,17
2003,Idaho,403,12,3,9,0,.250,248,314,-66,403,1500,3.7,10
2004,Arkansas State,400,11,3,8,0,.273,215,365,-150,400,1670,4.2,8
2019,Troy,399,12,5,7,0,.417,406,417,-11,399,1743,4.4,19
2010,Florida Atlantic,399,12,4,8,0,.333,202,351,-149,399,1131,2.8,8
2003,Louisiana-Monroe,399,12,1,11,0,.083,239,467,-228,399,1186,3.0,11
2002,Idaho,396,12,2,10,0,.167,285,428,-143,396,1380,3.5,14
2014,Georgia State,389,12,1,11,0,.083,272,520,-248,389,1173,3.0,13
2013,Louisiana-Monroe,388,12,6,6,0,.500,267,362,-95,388,1473,3.8,10
2024,Appalachian State,387,11,5,6,0,.455,293,362,-69,387,1692,4.4,13
2011,Florida Atlantic,387,12,1,11,0,.083,155,416,-261,387,1268,3.3,10
2020,Arkansas State,386,11,4,7,0,.364,362,409,-47,386,1379,3.6,7
2002,Louisiana,384,12,3,9,0,.250,203,352,-149,384,734,1.9,9
2022,Texas State,383,12,4,8,0,.333,253,316,-63,383,1249,3.3,9
2015,Troy,382,12,4,8,0,.333,335,339,-4,382,1432,3.7,14
2022,Arkansas State,381,12,3,9,0,.250,300,377,-77,381,1058,2.8,16
2007,North Texas,381,12,2,10,0,.167,298,541,-243,381,1425,3.7,16
2023,Georgia Southern,377,13,6,7,0,.462,392,396,-4,377,1524,4.0,16
2017,South Alabama,375,12,4,8,0,.333,238,318,-80,375,1167,3.1,10
2003,Utah State,374,12,3,9,0,.250,264,315,-51,374,1300,3.5,14
2001,Idaho,373,11,1,10,0,.091,313,495,-182,373,1266,3.4,14
2020,Texas State,372,12,2,10,0,.167,332,458,-126,372,1575,4.2,15
2022,Georgia Southern,370,13,6,7,0,.462,425,411,14,370,1779,4.8,23
2008,North Texas,370,12,1,11,0,.083,240,571,-331,370,1528,4.1,14
2024,Georgia State,365,12,3,9,0,.250,286,406,-120,365,1599,4.4,13
2013,Georgia State,364,12,0,12,0,.000,225,440,-215,364,1227,3.4,9
2014,Louisiana-Monroe,363,12,4,8,0,.333,241,315,-74,363,834,2.3,9
2021,Troy,360,12,5,7,0,.417,274,313,-39,360,1215,3.4,18
2004,Middle Tennessee State,360,11,5,6,0,.455,269,293,-24,360,1172,3.3,16
2004,Utah State,359,11,3,8,0,.273,184,333,-149,359,839,2.3,7
2005,Florida International,358,11,5,6,0,.455,257,323,-66,358,1348,3.8,12
2017,New Mexico State,353,13,7,6,0,.538,381,386,-5,353,1431,4.1,18
2021,Arkansas State,347,12,2,10,0,.167,303,463,-160,347,999,2.9,4
2001,Louisiana,346,11,3,8,0,.273,234,365,-131,346,1027,3.0,13
2016,Georgia State,336,12,3,9,0,.250,239,319,-80,336,1052,3.1,10
