Rank,Class Rk,Year,Player Name,Tier,RB Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Class,Draft Age,Build,Type,Height,Weight,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,RDOM1,RDOM2,ADOM,RDOM+,BOUT,Speed,BMI,MTF/A,YPC,YPR,RPT,ELU,YCO/A,Break %,DOM++,RDOM++,BOUT+,Speed+,MTF/A,YPC+,ELU+,YCO/A+,DC+,BAMA,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs
111,12,2017,Donnel Pumphrey,Upside Lite,7.85,66.00,-0.06,San Diego State,7,12/6/94,30.83,SR,22.41,JITTERBUG,+RECEIVER,68,176,4.48,4,0.00%,17.85%,39.37%,39.76%,41.52%,41.52%,26.99%,20.93%,11.67%,16.30%,10.59%,18.75,87.38,26.76,0.26,6.10,10.46,0.07,69.30,3.39,47.00,7.00,9.00,9.00,1.00,7.00,5.00,3.00,3.00,4.0,0.00,0,2869,0,0,0,0,0.00,0.00,0.00,0.00,0,2287,0,0,0,752,2166,0,0,0,0,0.00,0.00,0.00,0.00,234,3358,22,0,0,1859,2809,20,0,275,53,6.80,61.30,2.99,43.40,160,2319,23,0,0,1673,3266,17,0,309,81,5.40,69.30,2.69,44.80,416,1988,28,0,0,2132,3680,17,0,350,74,6.10,68.40,3.39,47.00,236,2023,27,0,0
112,9,2024,Ray Davis,Upside Lite,7.76,65.70,-0.10,Kentucky,1,11/11/99,25.90,RS SR,24.48,BELL CALF,3DOWN,68,211,4.52,4,23.82%,32.76%,25.36%,29.11%,32.98%,32.98%,32.98%,7.52%,11.78%,11.78%,11.78%,19.82,101.10,32.08,0.27,5.70,8.20,0.14,96.60,3.81,44.70,8.00,9.00,5.00,6.00,7.00,3.00,4.00,3.00,4.0,0.00,941,1654,8,14,192,46,4.90,78.60,3.39,27.20,181,3058,15,2,24,313,572,1,3,75,23,4.17,97.00,3.01,33.50,62,572,12,0,6,211,371,1,2,44,12,4.80,89.80,3.39,19.40,27,568,5,0,3,1044,1919,5,13,233,54,4.48,72.40,3.16,34.00,169,2248,29,3,22,1131,1661,14,18,197,51,5.70,96.60,3.81,44.70,324,2751,32,7,25
113,10,2020,Anthony McFarland Jr.,Upside Lite,7.76,65.40,-0.10,Maryland,2,3/4/98,27.59,RS SO,22.15,DYNAMIC,HORSE,68,208,4.44,4,0.00%,0.00%,0.00%,24.81%,17.96%,21.39%,21.39%,4.31%,6.03%,6.03%,6.03%,20.51,107.04,31.62,0.25,7.90,10.47,0.13,85.00,3.91,63.10,4.00,6.00,4.00,8.00,6.00,9.00,2.00,4.00,4.0,0.00,0,2408,0,20,0,0,0.00,0.00,0.00,0.00,0,2092,0,0,15,0,2594,0,26,0,0,0.00,0.00,0.00,0.00,0,2317,0,0,15,0,1940,0,19,0,0,0.00,0.00,0.00,0.00,0,1940,0,0,15,1033,2762,4,26,131,28,7.90,85.00,3.91,63.10,73,1695,2,0,12,614,2033,8,23,114,28,5.40,69.80,2.77,46.30,126,2088,17,0,16
114,8,2021,Trey Sermon,Upside Lite,7.74,65.10,-0.11,Ohio State,2,1/30/99,26.68,SR,22.26,BELL COW,3DOWN,72,215,4.61,3,0.00%,10.44%,14.07%,6.06%,23.23%,23.23%,23.23%,1.71%,4.52%,4.52%,4.52%,21.61,95.21,29.16,0.31,7.50,12.03,0.09,116.90,4.04,53.10,5.00,5.00,2.00,3.00,8.00,8.00,5.00,5.00,6.0,0.00,0,3188,0,33,0,0,0.00,0.00,0.00,0.00,0,4134,0,0,43,745,3405,5,34,120,39,6.20,125.10,4.15,34.80,139,5065,16,0,47,947,3464,13,42,162,56,5.80,116.20,3.42,36.60,176,4520,4,0,43,385,3363,4,38,54,17,7.10,94.60,3.26,52.50,71,4164,8,0,36,870,2055,4,19,116,33,7.50,116.90,4.04,53.10,95,2100,12,0,22
115,8,2026,Le'Veon Moss,Upside Lite,7.73,64.80,-0.11,Texas A&M,1,11/15/02,22.88,SR,23.46,FREAK,+RECEIVER,72,215,4.34,4,0.00%,4.83%,15.51%,24.78%,11.39%,18.09%,18.09%,7.40%,-0.21%,3.60%,3.60%,20.82,121.20,29.16,0.23,6.32,10.00,0.03,90.80,4.40,39.00,3.00,3.00,3.00,10.00,5.00,5.00,3.00,6.00,4.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,114,991,1,0,27,5,0.00,27.50,3.22,20.20,8,1536,1,0,0,484,1226,5,0,96,22,5.04,67.30,3.00,24.20,84,2437,11,0,0,765,1760,10,20,121,24,6.32,90.80,4.40,39.00,140,1893,10,0,12,168,487,0,0,33,4,5.09,36.40,3.09,12.50,-2,970,1,0,0
116,10,2016,Devontae Booker,Upside Lite,7.70,64.50,-0.13,Utah,5,5/27/92,33.36,SR,23.93,BELL COW,PLODDER,71,219,4.56,4,0.00%,0.00%,0.00%,35.76%,43.36%,43.36%,36.86%,11.91%,17.63%,17.63%,14.99%,22.28,101.30,30.54,0.21,5.15,7.79,0.12,71.70,3.18,34.90,10.00,10.00,1.00,6.00,6.00,1.00,5.00,3.00,4.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,1498,2475,10,21,291,46,5.15,49.40,3.18,34.90,306,2570,43,2,20,1257,1832,11,18,267,57,4.71,71.70,3.07,24.60,317,1798,37,0,12
117,9,2026,Demond Claiborne,Upside Lite,7.67,64.20,-0.14,Wake Forest,4,10/9/03,21.98,SR,22.56,DYNAMIC,3DOWN,69,192,4.50,5,0.00%,1.18%,18.95%,29.29%,22.86%,26.08%,23.47%,8.68%,4.19%,6.44%,5.79%,19.92,93.64,28.35,0.32,9.88,8.64,0.29,134.40,3.92,72.50,5.00,6.00,5.00,2.00,9.00,10.00,7.00,4.00,3.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,57,1305,0,13,14,4,4.07,80.00,3.00,56.10,-5,3119,1,0,33,586,1304,5,11,137,26,4.28,52.90,2.85,33.30,35,1973,3,2,12,1053,1567,11,18,229,45,4.60,69.60,3.24,28.40,250,2881,22,2,17,247,477,0,0,25,8,9.88,134.40,3.92,72.50,31,739,10,0,0
118,13,2017,Marlon Mack,Upside Lite,7.65,63.90,-0.15,South Florida,6,3/7/96,29.58,JR,21.15,DYNAMIC,HORSE,71,213,4.5,4,0.00%,0.00%,33.07%,26.09%,21.25%,27.16%,19.01%,4.38%,7.72%,7.72%,5.40%,18.50,103.89,29.70,0.24,6.80,7.66,0.14,93.40,3.85,52.10,3.00,6.00,9.00,7.00,6.00,7.00,5.00,6.00,4.0,0.00,0,1776,0,0,0,0,0.00,0.00,0.00,0.00,0,2589,0,0,0,0,1064,0,0,0,0,0.00,0.00,0.00,0.00,0,2002,0,0,0,1049,1295,9,0,201,25,5.20,40.40,3.09,44.10,160,2361,21,0,0,1387,3205,8,0,208,48,6.70,74.90,3.29,42.30,111,2536,16,0,0,1186,3709,15,0,174,42,6.80,93.40,3.85,52.10,227,2941,28,0,0
119,10,2024,Will Shipley,Upside Lite,7.57,63.60,-0.18,Clemson,4,8/29/02,23.10,JR,21.68,BELL COW,+RECEIVER,71,206,4.55,4,0.00%,0.00%,23.73%,24.51%,22.16%,23.34%,21.00%,7.28%,8.43%,8.43%,7.59%,19.02,96.13,28.73,0.24,5.55,6.95,0.16,76.50,3.37,34.80,4.00,8.00,8.00,4.00,5.00,3.00,2.00,1.00,4.0,0.50,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,740,1696,11,20,148,35,5.00,76.50,3.06,28.90,116,1912,16,0,9,1171,2491,15,31,211,49,5.55,76.20,3.37,32.70,237,3254,37,0,24,840,2092,5,22,167,27,5.00,51.50,2.92,34.80,231,2741,31,2,18
120,10,2018,Ito Smith,Upside Lite,7.53,63.30,-0.20,Southern Miss,8,9/11/95,30.07,SR,22.64,DYNAMIC,SLASHER,70,202,4.45,4,0.00%,13.84%,23.01%,31.13%,32.72%,32.72%,21.27%,11.76%,12.56%,12.56%,8.16%,19.98,103.02,28.98,0.27,6.60,10.23,0.14,107.20,3.68,59.10,4.00,8.00,5.00,6.00,7.00,6.00,5.00,3.00,4.0,0.00,0,875,0,0,0,0,0.00,0.00,0.00,0.00,0,2911,0,0,0,535,1149,2,0,136,30,3.90,59.50,2.60,38.70,71,3231,8,0,0,1128,2517,10,0,171,46,6.60,107.20,3.68,59.10,513,4616,49,0,0,1456,2264,17,0,265,61,5.50,68.60,3.15,38.90,456,3877,43,0,0,1414,2399,13,0,248,51,5.70,61.30,2.99,42.60,392,3121,40,0,0
121,13,2023,Sean Tucker,Upside Lite,7.52,62.60,-0.20,Syracuse,4,10/25/01,23.94,JR,21.52,BELL CALF,3DOWN,69,207,4.54,0,0.00%,0.00%,25.06%,40.08%,27.15%,33.62%,30.26%,13.54%,8.69%,11.11%,10.00%,18.86,97.45,30.57,0.27,6.10,9.90,0.15,108.40,4.11,46.10,8.00,9.00,8.00,4.00,7.00,5.00,5.00,5.00,0.0,0.00,0,2590,0,38,0,0,0.00,0.00,0.00,0.00,0,3441,0,0,22,0,1848,0,16,0,0,0.00,0.00,0.00,0.00,0,2887,0,0,23,626,1012,4,5,137,27,4.60,69.90,3.50,26.80,113,1937,8,0,15,1515,2562,12,28,247,66,6.10,108.40,4.11,46.10,249,1839,18,0,10,1062,1861,11,21,204,44,5.20,53.20,2.79,36.20,262,3015,37,0,19
121,16,2025,Jacory Croskey-Merritt,Upside Lite,7.52,62.60,-0.20,Arizona,3,4/12/01,24.48,RS SR,24.06,DYNAMIC,3DOWN,71,207,4.45,7,9.85%,14.24%,16.98%,25.63%,29.90%,29.90%,26.91%,6.94%,2.75%,4.85%,4.36%,21.41,105.57,28.87,0.34,8.15,9.30,0.00,211.20,3.98,66.00,7.00,5.00,2.00,8.00,9.00,9.00,9.00,4.00,1.0,0.50,175,894,2,9,43,5,4.07,53.90,2.81,0.00,21,1096,4,0,9,426,1342,5,9,121,14,3.52,29.10,2.54,39.20,70,2140,10,1,18,483,1617,4,11,122,34,3.96,101.00,3.15,40.60,144,2075,12,0,12,1191,2312,17,26,188,64,6.34,134.80,3.98,42.00,72,2615,7,1,17,106,107,1,1,13,7,8.15,211.20,3.92,66.00,0,248,0,0,2
123,17,2025,Kalel Mullings,Upside Lite,7.41,62.30,-0.25,Michigan,2,10/4/02,23.00,RS SR,22.58,BRUISER,3DOWN,73,226,4.55,6,0.00%,0.00%,0.00%,5.10%,28.61%,28.61%,28.61%,1.15%,2.26%,2.26%,2.26%,21.93,105.46,29.81,0.42,6.17,8.38,0.03,108.90,4.14,39.00,8.00,2.00,2.00,8.00,10.00,5.00,5.00,5.00,2.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,222,2198,1,0,36,15,6.17,108.90,4.14,19.40,32,2778,2,0,0,948,1886,12,18,185,37,5.12,72.50,3.55,39.00,35,1549,6,0,11
124,14,2017,Elijah Hood,Upside Lite,7.34,62.00,-0.28,North Carolina,4,4/22/96,29.45,JR,21.03,BRUISER,3DOWN,70,232,4.57,7,0.00%,0.00%,4.69%,22.58%,17.52%,20.05%,18.04%,1.96%,3.73%,3.73%,3.35%,19.37,106.38,33.28,0.32,6.70,5.30,0.15,117.00,4.10,51.50,3.00,3.00,7.00,8.00,9.00,7.00,7.00,7.00,1.0,0.00,0,2326,0,0,0,0,0.00,0.00,0.00,0.00,0,3501,0,0,0,0,1928,0,0,0,0,0.00,0.00,0.00,0.00,0,3606,0,0,0,264,1973,4,0,67,15,3.90,49.60,2.28,22.70,-2,3614,2,0,0,1467,3142,17,0,219,49,6.70,95.30,4.10,45.80,72,3675,13,0,0,858,1896,8,0,145,47,5.90,117.00,3.75,51.50,142,3811,25,0,0
125,11,2019,Ty Johnson,Upside Lite,7.31,61.70,-0.29,Maryland,2,9/17/97,28.05,SR,21.62,JITTERBUG,HORSE,69,209,4.34,6,0.00%,6.22%,24.64%,24.10%,11.82%,18.23%,18.23%,3.09%,1.30%,2.20%,2.20%,18.97,117.82,30.86,0.22,9.10,10.97,0.08,108.60,5.26,68.70,3.00,2.00,8.00,10.00,4.00,10.00,5.00,9.00,2.0,0.00,0,1582,0,21,0,0,0.00,0.00,0.00,0.00,0,2863,0,0,19,250,2408,3,20,35,10,7.10,82.40,2.77,58.00,30,2092,2,0,15,1004,2594,6,26,110,24,9.10,108.60,5.26,68.70,206,2317,16,0,15,875,1940,5,19,137,19,6.40,49.20,3.68,58.10,60,1940,5,0,15,505,2762,3,26,66,14,7.70,98.70,5.08,53.50,22,1695,6,0,12
126,10,2026,Quintrevion Wisner,Upside Lite,7.29,61.40,-0.30,Texas,1,5/9/05,20.40,JR,20.98,DYNAMIC,3DOWN,72,194,4.50,4,0.00%,0.00%,1.09%,20.89%,25.30%,25.30%,25.30%,7.44%,2.94%,5.19%,5.19%,19.33,94.62,26.31,0.25,5.00,4.94,0.06,67.20,3.08,30.80,6.00,5.00,7.00,3.00,6.00,1.00,1.00,0.00,4.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,73,2638,1,29,12,4,6.08,108.30,3.25,28.80,0,4047,25,0,25,1060,2382,5,24,226,45,4.69,67.20,3.08,30.80,311,4182,38,1,38,80,166,0,0,16,4,5.00,60.30,2.56,0.00,5,170,1,0,0
127,7,2022,Kyren Williams,Upside Lite,7.28,61.10,-0.31,Notre Dame,2,8/26/00,25.10,JR,21.68,DYNAMIC,SLASHER,69,194,4.65,5,0.00%,0.00%,0.52%,26.66%,24.35%,25.50%,25.50%,10.92%,9.78%,10.35%,10.35%,20.04,82.99,28.65,0.28,5.30,8.63,0.17,108.60,3.71,36.90,6.00,9.00,4.00,0.00,8.00,2.00,5.00,3.00,3.0,0.50,0,3501,0,35,0,0,0.00,0.00,0.00,0.00,0,2326,0,0,20,0,2374,0,27,0,0,0.00,0.00,0.00,0.00,0,3347,0,0,23,26,2327,0,20,4,0,6.50,0.00,2.50,0.00,3,3278,1,0,37,1124,2533,13,33,211,38,5.30,63.00,3.30,36.90,311,2849,35,0,15,990,1869,14,23,204,58,4.90,108.60,3.71,33.00,359,3672,42,0,30
128,11,2024,Tyrone Tracy,Upside Lite,7.22,60.80,-0.33,Purdue,2,11/23/99,25.86,RS SR,24.44,DYNAMIC,+RECEIVER,71,209,4.48,5,13.18%,5.97%,8.57%,6.00%,20.37%,20.37%,20.37%,5.07%,5.94%,5.94%,5.94%,23.80,103.77,29.15,0.47,8.12,10.62,0.14,163.50,4.44,52.90,4.00,6.00,0.00,7.00,10.00,9.00,8.00,6.00,3.0,0.00,39,1789,17,17,6,0,6.50,66.70,2.00,59.00,589,2976,36,3,16,22,1368,0,0,2,0,11.00,46.90,2.50,95.50,154,1581,14,1,9,39,1609,1,17,8,3,4.88,52.30,2.88,0.00,100,12,14,1,12,138,1694,0,17,17,8,8.12,120.70,4.18,52.90,198,3903,28,0,27,714,1860,8,19,114,46,6.26,163.50,4.44,49.60,138,2323,19,0,14
129,9,2021,Kenneth Gainwell,Upside Lite,7.21,60.50,-0.33,Memphis,6,3/14/99,26.56,JR,22.14,DYNAMIC,+RECEIVER,68,201,4.47,5,0.00%,0.00%,1.95%,30.57%,0.00%,15.28%,11.46%,14.60%,0.00%,14.60%,10.95%,20.48,100.69,30.56,0.24,6.40,12.98,0.18,93.80,3.45,50.90,0.00,9.00,4.00,6.00,6.00,6.00,3.00,1.00,3.0,1.00,0,2071,0,23,0,0,0.00,0.00,0.00,0.00,0,3957,0,0,34,0,2562,0,33,0,0,0.00,0.00,0.00,0.00,0,4355,0,0,39,91,3919,1,48,4,1,22.80,200.00,20.00,79.10,52,3405,0,0,28,1466,2614,13,32,229,56,6.40,93.80,3.45,50.90,610,4177,51,0,33,0,1597,0,9,0,0,0.00,0.00,0.00,0.00,0,3387,0,0,31
130,12,2024,Isaac Guerendo,Upside Lite,7.20,60.20,-0.34,Louisville,4,6/28/00,25.27,RS SR,23.85,FREAK,+RECEIVER,72,221,4.33,4,0.92%,10.42%,19.58%,11.46%,17.96%,18.77%,16.90%,5.21%,7.06%,7.06%,6.36%,21.19,125.74,29.97,0.26,6.14,8.52,0.14,104.20,4.11,60.60,2.00,7.00,3.00,10.00,7.00,5.00,4.00,5.00,4.0,0.25,1,234,3,3,1,0,1.00,0.00,3.00,0.00,3,200,1,0,1,36,165,0,0,11,3,3.27,47.10,1.73,0.00,0,181,0,0,1,160,844,1,8,23,6,6.96,62.60,2.61,60.60,6,3,2,0,3,385,2158,5,19,64,14,6.02,62.50,3.38,49.40,115,2206,17,1,19,810,2499,11,31,132,30,6.14,104.20,4.11,48.60,234,3312,22,0,22
131,11,2020,Jason Huntley,Upside Lite,7.18,59.90,-0.35,New Mexico State,10,4/20/98,27.46,SR,22.02,JITTERBUG,+RECEIVER,69,194,4.37,5,0.00%,4.00%,13.68%,22.99%,29.49%,29.49%,17.70%,16.25%,6.89%,11.57%,6.94%,20.38,106.39,28.65,0.33,6.90,12.17,0.19,111.90,3.78,57.80,3.00,7.00,4.00,8.00,9.00,7.00,5.00,3.00,3.0,0.00,0,2166,0,16,0,0,0.00,0.00,0.00,0.00,0,3034,0,0,26,164,2051,1,13,39,5,4.20,24.00,2.26,20.70,35,2925,8,0,22,432,1388,1,18,72,24,6.00,130.00,4.39,28.00,363,4422,36,0,29,505,1264,7,14,109,26,4.60,55.20,2.46,25.10,517,3182,9,0,16,1098,1722,9,16,159,52,6.90,111.90,3.78,57.80,180,2611,37,0,15
132,15,2017,Elijah McGuire,Upside Lite,7.13,59.60,-0.37,ULL,8,6/1/94,31.35,SR,22.92,BELL CALF,3DOWN,70,214,4.53,6,0.00%,23.02%,31.94%,29.68%,29.46%,30.70%,19.95%,11.56%,10.31%,10.94%,7.11%,19.26,101.64,30.70,0.29,5.10,10.72,0.11,127.50,4.20,50.40,3.00,7.00,7.00,6.00,8.00,1.00,8.00,8.00,2.0,0.00,0,2515,0,0,0,0,0.00,0.00,0.00,0.00,0,3399,0,0,0,863,2659,0,0,0,0,0.00,0.00,0.00,0.00,384,2759,22,0,0,1248,2925,14,0,167,49,7.50,127.50,4.20,50.40,483,2494,47,0,0,1067,2074,13,0,211,33,5.10,34.00,2.12,33.30,288,2491,32,0,0,1127,2326,7,0,232,38,4.90,55.70,3.09,24.40,238,2308,29,0,0
133,11,2016,DeAndre Washington,Upside Lite,7.12,59.30,-0.37,Texas Tech,3,2/22/93,32.62,SR,23.19,DYNAMIC,+RECEIVER,68,204,4.49,5,8.41%,0.00%,11.73%,23.51%,24.96%,24.96%,22.46%,7.76%,7.71%,7.73%,6.96%,21.54,100.39,31.01,0.29,6.48,8.82,0.15,107.30,3.53,43.10,4.00,7.00,2.00,5.00,9.00,6.00,8.00,5.00,3.0,0.00,366,1502,3,20,0,0,0.00,0.00,0.00,0.00,109,4145,19,0,31,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,450,1418,4,18,0,0,0.00,0.00,0.00,0.00,269,4714,34,0,32,1095,1836,2,8,187,54,5.86,107.30,3.53,32.10,327,4213,30,2,40,1491,2487,14,34,230,55,6.48,86.10,3.48,43.10,389,5047,41,2,39
134,8,2022,Dameon Pierce,Upside Lite,7.09,59.00,-0.38,Florida,1,2/19/00,25.62,SR,22.20,BELL CALF,+RECEIVER,70,218,4.59,4,0.00%,7.97%,6.87%,10.74%,15.22%,15.22%,15.22%,3.43%,6.54%,6.54%,6.54%,21.56,98.23,31.28,0.39,5.70,10.29,0.16,138.00,3.65,31.40,2.00,7.00,2.00,4.00,10.00,3.00,7.00,2.00,4.0,0.75,0,1720,0,15,0,0,0.00,0.00,0.00,0.00,0,1975,0,0,10,422,2771,2,23,69,7,6.10,33.10,3.06,45.50,20,2776,1,0,28,305,1687,4,21,54,13,5.60,122.10,4.43,55.40,30,3190,4,0,33,501,1575,4,12,106,23,4.70,85.40,3.00,17.20,156,4543,17,0,46,700,2714,13,26,100,39,5.70,138.00,3.65,31.40,216,3304,19,0,27
135,11,2026,Kyson Brown,Upside Lite,7.08,58.70,-0.39,Arizona State,3,3/22/05,20.53,JR,21.11,DYNAMIC,+RECEIVER,73,205,4.50,0,0.00%,0.00%,4.01%,8.98%,18.73%,18.73%,16.85%,5.88%,21.24%,21.24%,19.12%,20.46,99.98,27.04,0.33,9.33,11.07,0.40,118.50,3.56,59.50,2.00,10.00,4.00,5.00,9.00,10.00,6.00,2.00,0.0,0.50,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,106,1343,0,17,23,6,4.61,78.30,2.78,14.20,49,2524,9,0,8,351,2799,2,30,73,19,4.81,94.80,3.40,42.20,189,3213,13,1,26,84,494,0,0,9,3,9.33,118.50,3.56,59.50,72,339,6,0,0
136,12,2016,Dwayne Washington,Upside Lite,7.06,58.40,-0.40,Washington,5,4/24/94,31.45,JR,22.02,FREAK,+RECEIVER,73,220,4.44,7,0.00%,0.00%,6.14%,15.63%,18.21%,18.21%,15.48%,3.61%,16.46%,16.46%,13.99%,20.37,113.22,29.02,0.28,5.79,10.10,0.35,58.60,2.64,60.70,2.00,10.00,4.00,9.00,9.00,3.00,3.00,1.00,1.0,0.75,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,332,2628,4,30,0,0,0.00,0.00,0.00,0.00,5,2864,1,1,21,696,2452,9,21,131,25,5.31,38.00,2.22,43.00,94,2601,15,0,18,272,1310,4,17,47,13,5.79,58.60,2.64,60.70,315,1914,25,3,10
137,18,2025,Damien Martinez,Upside Lite,7.03,58.10,-0.41,Miami,4,1/31/04,21.67,JR,21.25,FREAK,3DOWN,72,217,4.51,7,0.00%,0.00%,13.17%,17.35%,17.33%,17.34%,15.61%,4.34%,4.51%,4.51%,4.06%,19.61,104.90,29.43,0.29,6.29,12.22,0.10,126.10,4.46,38.80,2.00,4.00,6.00,7.00,8.00,5.00,6.00,7.00,1.0,0.50,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,982,2555,7,36,161,40,6.10,86.40,3.48,36.50,61,2594,4,0,16,1185,2005,9,24,195,57,6.08,114.80,3.82,38.80,126,2906,11,0,24,1006,2456,10,28,160,42,6.29,126.10,4.46,37.40,204,4527,17,0,38
138,9,2022,Hassan Haskins,Outlier,6.99,57.70,-0.43,Michigan,2,11/26/99,25.85,SR,22.44,BRUISER,HORSE,74,228,4.58,4,0.00%,0.00%,12.68%,16.37%,23.50%,23.50%,23.50%,0.00%,4.09%,4.09%,4.09%,20.79,103.63,29.27,0.23,6.10,7.13,0.06,99.70,4.34,54.10,5.00,4.00,3.00,7.00,5.00,5.00,4.00,6.00,4.0,0.25,0,2310,0,26,0,0,0.00,0.00,0.00,0.00,0,2226,0,0,9,0,2649,0,26,0,0,0.00,0.00,0.00,0.00,0,2804,0,0,24,622,1959,4,26,121,26,5.10,74.50,3.50,38.70,40,3261,6,0,25,375,789,6,12,61,14,6.10,99.70,4.34,54.10,0,1502,0,0,9,1327,3001,20,39,270,53,4.90,60.50,3.06,29.40,131,3202,18,0,21
139,11,2018,Josh Adams,Outlier,6.96,57.40,-0.44,Notre Dame,2,10/29/96,28.93,JR,21.50,DYNAMIC,HORSE,74,213,4.48,0,0.00%,0.00%,14.75%,22.47%,26.29%,26.29%,26.29%,6.33%,4.34%,5.33%,5.33%,19.85,105.75,27.34,0.21,6.90,8.20,0.06,106.20,4.95,56.00,7.00,5.00,5.00,8.00,4.00,7.00,5.00,8.00,0.0,0.00,0,1963,0,0,0,0,0.00,0.00,0.00,0.00,0,3313,0,0,0,0,2073,0,0,0,0,0.00,0.00,0.00,0.00,0,3711,0,0,0,852,2699,6,0,115,18,7.40,60.30,4.09,45.70,42,3364,7,0,0,933,1960,5,0,158,32,5.90,62.80,3.41,37.80,193,3051,21,0,0,1431,3501,9,0,206,44,6.90,106.20,4.95,56.00,101,2326,13,0,0
140,10,2022,Tyler Badie,Outlier,6.94,57.10,-0.45,Missouri,1,2/7/00,25.65,SR,22.24,JITTERBUG,+RECEIVER,68,197,4.45,6,0.00%,9.05%,18.10%,14.30%,36.02%,36.02%,36.02%,12.48%,10.97%,11.72%,11.72%,19.58,100.47,29.95,0.21,5.90,9.68,0.16,72.20,3.38,47.50,10.00,9.00,6.00,5.00,4.00,4.00,1.00,1.00,2.0,0.25,0,2516,0,16,0,0,0.00,0.00,0.00,0.00,0,4012,0,0,44,437,2631,2,27,89,10,4.90,42.40,2.52,24.90,130,3632,7,0,28,457,1820,3,14,108,20,4.20,37.70,2.11,24.90,356,2671,32,0,17,242,1352,4,21,48,5,5.00,28.90,2.75,47.50,333,2668,28,0,9,1604,2342,14,22,271,57,5.90,72.20,3.38,43.20,333,3036,52,0,19
141,14,2023,Deuce Vaughn,Outlier,6.92,56.80,-0.46,Kansas State,3,11/2/01,23.92,JR,21.50,JITTERBUG,+RECEIVER,65,179,4.44,6,0.00%,0.00%,31.89%,39.85%,32.99%,36.42%,32.78%,18.01%,12.66%,15.33%,13.80%,18.84,92.12,29.78,0.21,6.00,10.90,0.13,71.20,3.06,51.90,8.00,10.00,9.00,2.00,4.00,4.00,1.00,0.00,2.0,0.00,0,2191,0,21,0,0,0.00,0.00,0.00,0.00,0,1945,0,0,11,0,2314,0,29,0,0,0.00,0.00,0.00,0.00,0,2352,0,0,12,642,1517,7,17,121,25,5.30,71.20,3.06,51.90,434,1857,25,0,12,1409,2111,18,29,234,50,6.00,66.00,2.97,40.60,468,2599,49,0,14,1561,2916,9,32,291,57,5.40,43.60,2.35,42.80,373,2947,43,0,21
