Overall RK,Class Rk,Year,Player Name,,QB Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Year,Draft Age,Archetype,Height,Weight,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,RDOM1,RDOM2,ADOM,RDOM+,BOUT,Speed,Comp,YPC,ADJ%,BTT%,TWP%,DAA,YPA,MTF/A,YCO/A,BOUT,YPC+,ADJ%+,BTT%+,TWP%+,DAA+,RDOM++,YPA+,MTF/A+,YCO/A+,DC+,BAMA,Raw Passing,Pass Grade,Raw Run,Run Grade,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,
106,10,2024,Spencer Rattler,Outlier Lite,4.07,48.70,-0.35,South Carolina,1,3/28/00,25.52,RS SR,24.10,Distributor,73,217,4.95,5,1.95%,87.47%,43.30%,89.70%,95.41%,95.41%,95.41%,12.87%,27.44%,27.44%,27.44%,20.44,72.29,68.0%,11.62,79.4%,5.0%,2.2%,51%,5.54,0.22,2.67,4.0,4.0,9.0,2.0,9.0,6.0,9.0,5.0,6.0,5.0,1.0,0.0,8.7,7.0,0.9,0.5,81,4164,1,0,11,7,64,0.0,0.0,0.0,19,3537,5,4,0,1,0.0,0,3031,3465,28,7,317,214,78,9.4,3.0,64.9,280,2128,63,4,6,15,3.32,10,1483,3425,11,5,190,140,80,1.50,3.60,35,128,2631,36,4,3,3,1.61,4,3032,3380,18,12,404,264,77,5.0,4.4,47.5,219,1702,46,5,3,8,1.63,3,3183,3336,19,8,403,274,79,2.90,2.20,51.20,371,1352,67,5.54,4,15,2.67,17,
107,9,2016,Jeff Driskel,Outlier Lite,4.05,48.30,-0.35,Louisiana Tech,8,4/23/93,32.45,RS SR,23.03,Mobile Passer,76,235,4.56,6,6.13%,86.54%,23.26%,52.80%,96.49%,96.49%,62.72%,10.50%,20.01%,20.01%,13.01%,19.37,108.70,62.4%,14.40,71.4%,6.2%,2.7%,39%,5.80,0.18,2.52,7.0,10.0,1.0,4.0,8.0,0.0,5.0,5.0,4.0,5.0,1.0,0.0,7.1,7.1,0.7,0.5,148,2414,0,2,34,16,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,1646,1902,12,5,245,156,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,477,2051,2,3,61,42,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,1140,2159,9,10,213,114,67,1.4,2.9,21.9,249,2372,49,4,4,9,2.52,5,4047,4194,27,8,450,281,71,6.20,2.70,39.10,441,2204,55,5.80,5,9,2.47,13,
108,8,2018,Mike White,Outlier Lite,4.05,47.80,-0.35,Western Kentucky,10,3/25/95,30.53,RS SR,23.11,Pocket Passer,76,224,5.09,5,10.79%,69.42%,0.00%,92.51%,95.94%,95.94%,57.56%,1.22%,1.19%,1.20%,0.72%,19.45,66.74,67.3%,11.35,78.2%,8.1%,3.0%,61%,2.60,0.00,1.48,6.0,3.0,8.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,10.2,7.7,0.0,0.0,216,2002,0,1,36,16,56,2.7,7.9,20.0,-2,146,3,-1,0,0,0.0,0,1639,2361,8,7,241,122,63,5.2,3.9,35.0,27,1521,14,1,0,0,0.58,1,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,4362,4715,37,7,416,280,78,8.1,3.5,60.5,46,3784,10,3,0,0,0.28,2,4178,4355,26,8,560,368,76,4.80,3.00,41.30,39,3288,19,1.70,6,0,1.48,1,
109,9,2018,Logan Woodside,Outlier Lite,4.04,47.30,-0.36,Toledo,9,1/27/95,30.69,RS SR,23.26,Pocket Passer,73,201,4.79,7,0.00%,74.05%,0.00%,98.38%,99.11%,99.11%,64.42%,1.08%,5.29%,5.29%,3.44%,19.61,76.36,69.1%,14.66,76.9%,6.5%,2.9%,52%,3.80,0.00,1.10,6.0,10.0,6.0,5.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,10.2,7.6,0.1,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,2254,3044,19,8,294,184,72,5.1,3.6,41.2,148,3510,40,3,3,5,1.37,3,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,4128,4196,45,9,418,289,77,6.5,2.9,42.7,28,2591,17,1,0,0,1.10,0,3884,3919,28,8,413,265,76,5.50,3.70,51.90,139,2628,18,3.80,1,0,0.62,5,
110,8,2019,Ryan Finley,Outlier Lite,4.04,46.80,-0.36,NC State,4,12/26/94,30.78,RS SR,24.35,Pocket Passer,76,213,4.73,4,4.10%,12.04%,89.61%,98.24%,96.39%,97.31%,87.58%,11.10%,4.56%,7.83%,7.05%,21.70,85.11,67.4%,12.04,74.6%,5.8%,2.3%,49%,3.80,0.02,0.90,1.0,4.0,4.0,3.0,9.0,4.0,2.0,1.0,0.0,0.0,3.0,0.0,6.8,5.1,0.1,0.0,161,3926,2,1,27,12,56,0.0,2.7,16.7,59,3211,5,8,0,0,0.0,2,485,4029,1,4,71,46,75,4.2,5.7,30.0,61,2661,8,3,0,0,0.72,1,3035,3387,18,8,402,243,70,3.80,3.10,42,213,2174,48,4,1,2,1.05,6,3513,3576,17,6,477,310,74,4.2,2.3,48.1,267,2405,61,4,3,1,0.64,8,3924,4071,25,11,484,326,75,5.80,3.00,48.60,90,1975,31,2.30,1,0,0.90,0,
111,7,2017,Davis Webb,Outlier Lite,4.03,46.30,-0.36,California,5,1/22/95,30.70,SR,22.28,Pocket Passer,76,229,4.79,3,0.00%,53.22%,60.46%,5.95%,99.65%,99.65%,84.70%,0.23%,0.45%,0.45%,0.38%,19.62,87.00,61.6%,11.23,71.3%,5.8%,0.0%,42%,3.00,0.13,1.10,6.0,3.0,1.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.8,3.6,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,2718,5107,20,9,361,226,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2547,4213,24,13,347,211,71,5.80,5.60,42,58,1897,15,3,1,0,1.60,3,300,5046,2,0,41,22,63,2.3,0.0,33.3,6,2640,2,3,2,0,0.00,0,4291,4306,37,12,620,382,70,5.10,4.10,38.20,9,1991,16,0.50,6,2,1.10,0,
112,18,2026,Diego Pavia,Outlier Lite,4.02,45.80,-0.36,Vanderbilt,1,4/30/01,24.43,RS SR,25.01,Run First,72,207,4.7,0,0.00%,65.62%,92.45%,98.62%,86.07%,98.62%,98.62%,46.12%,24.37%,35.25%,35.25%,21.35,84.84,73.9%,13.09,78.7%,6.9%,1.3%,50%,5.84,0.25,3.52,2.0,7.0,8.0,5.0,10.0,5.0,10.0,5.0,8.0,8.0,0.0,0.0,10.4,10.4,1.2,0.6,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,1443,2199,13,6,190,101,67,5.9,2.9,28.9,536,2230,94,6,6,30,2.73,23,2964,3206,26,9,367,221,67,5.90,2.90,37,1058,3162,166,6,7,46,3.37,31,2290,2322,20,4,299,177,71,5.9,1.3,40.0,898,1947,194,5,8,49,3.52,32,890,1034,8,2,92,68,79,6.90,2.60,50.00,222,911,38,5.84,1,0,2.84,8,
113,8,2017,Nathan Peterman,Outlier Lite,4.00,45.40,-0.37,Pittsburgh,4,5/4/94,31.42,SR,23.00,Distributor,74,225,4.82,5,0.00%,0.00%,1.68%,92.82%,99.06%,99.06%,89.16%,14.12%,11.67%,12.90%,11.61%,21.34,83.37,61.6%,15.43,73.0%,8.1%,4.6%,55%,5.20,0.06,2.59,2.0,10.0,3.0,8.0,0.0,7.0,4.0,4.0,0.0,5.0,1.0,0.0,8.5,6.8,0.5,0.2,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,49,2914,0,0,21,10,63,0.00,4.00,0,25,2218,6,3,1,3,2.56,1,2300,2478,20,8,318,196,73,7.3,6.2,42.6,369,2613,38,5,1,1,1.92,14,2855,2882,27,7,311,185,72,8.10,4.60,54.80,353,3025,34,5.00,3,2,2.59,10,
114,8,2020,Shea Patterson,Outlier Lite,3.86,44.90,-0.41,Michigan,2,1/17/97,28.71,SR,23.29,Distributor,73,212,4.67,0,0.00%,23.15%,57.35%,92.76%,93.77%,93.77%,93.77%,14.68%,11.47%,13.08%,13.08%,20.63,89.15,64.6%,14.42,73.9%,7.0%,2.8%,52%,7.00,0.11,2.37,3.0,10.0,3.0,6.0,7.0,6.0,6.0,8.0,1.0,4.0,0.0,0.0,9.4,7.5,0.7,0.4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,875,3779,6,3,134,73,69,3.6,2.9,36.0,216,1974,11,7,0,0,2.50,9,2260,3941,17,9,261,166,74,5.10,3.50,45,133,1871,11,5,1,1,2.77,4,2601,2804,22,7,325,210,74,7.0,2.8,51.9,411,2800,38,7,2,4,2.37,14,3058,3261,23,8,384,212,65,4.80,4.10,39.30,249,2170,46,3.70,5,3,0.73,9,
115,19,2026,Behren Morton,Outlier Lite,3.84,44.40,-0.42,Texas Tech,3,1/8/03,22.73,0.00,23.32,Pocket Passer,74,210,4.7,0,0.00%,28.45%,60.27%,86.47%,72.60%,86.47%,77.82%,6.69%,4.28%,5.49%,4.94%,20.66,86.07,68.3%,15.43,76.8%,5.9%,0.9%,44%,4.63,0.13,1.29,3.0,10.0,6.0,3.0,10.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,9.4,7.1,0.2,0.0,0,3344,0,0,3,1,50,0.0,0.0,0.0,15,2283,2,8,0,0,13.0,1,1117,3926,7,6,169,96,66,1.7,4.3,26.1,151,2310,32,5,2,4,3.94,15,1755,2912,15,8,292,181,72,3.60,4.40,39,104,2295,39,3,4,5,1.95,3,3335,3857,27,8,467,295,74,4.1,2.8,39.1,158,2360,38,4,1,2,1.29,4,1065,1467,11,3,101,69,77,5.90,0.90,44.40,37,865,8,4.63,0,1,1.00,2,
116,10,2018,JT Barrett,Outlier Lite,3.84,43.90,-0.42,Ohio State,2,1/23/95,30.70,SR,23.27,Dual Threat,73,224,4.7,0,0.00%,76.05%,40.38%,91.87%,83.12%,87.50%,87.50%,28.93%,25.06%,26.99%,26.99%,19.62,91.81,83.0%,12.69,75.8%,5.5%,2.9%,38%,5.80,0.17,2.71,6.0,5.0,5.0,3.0,7.0,0.0,9.0,5.0,3.0,5.0,0.0,0.0,6.2,6.2,0.8,0.8,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,2819,3707,34,11,312,201,73,4.7,3.1,40.4,1100,4257,150,7,11,39,3.59,36,991,2454,11,4,147,93,74,4.60,4.00,45,703,3355,118,6,11,22,2.73,21,2555,2781,24,7,282,234,76,3.5,202.0,37.9,964,3332,185,5,9,31,2.71,30,3058,3679,35,9,373,241,74,5.50,2.90,34.50,896,3576,154,5.80,12,15,2.38,26,
117,20,2026,Kevin Jennings,Outlier Lite,3.82,43.40,-0.42,SMU,3,4/10/04,21.48,RS JR,22.06,Distributor,72,192,4.7,0,0.00%,4.98%,15.86%,89.12%,100.00%,94.56%,85.10%,17.41%,17.34%,17.37%,15.64%,20.41,78.69,68.5%,12.94,77.7%,5.2%,3.0%,56%,5.33,0.24,1.71,4.0,6.0,7.0,2.0,7.0,7.0,7.0,4.0,7.0,1.0,0.0,0.0,8.4,6.8,0.7,0.4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,205,4117,1,0,22,17,77,8.3,7.4,75.0,2,2213,7,0,0,3,3.14,0,618,3897,5,2,105,61,70,6.40,2.30,28,171,2589,35,5,1,15,2.71,6,3267,3666,23,11,384,250,75,4.8,3.0,42.4,433,2487,87,5,5,21,1.71,14,1126,1126,9,5,127,87,78,5.20,5.70,55.60,112,646,21,5.33,1,4,1.57,4,
118,9,2017,Brad Kaaya,Outlier Lite,3.80,42.90,-0.43,Miami,4,9/3/95,30.09,JR,21.66,Pocket Passer,76,214,4.78,6,0.00%,0.00%,98.12%,90.01%,99.10%,99.10%,89.19%,-0.82%,0.70%,0.70%,0.63%,19.01,81.98,61.8%,13.53,71.0%,4.9%,2.6%,48%,0.60,0.00,0.62,8.0,8.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6.3,4.7,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,3188,3249,26,12,381,222,66,4.00,4.30,39,-3,2545,10,0,1,0,0.14,0,3242,3602,16,5,391,238,70,4.9,3.7,48.4,-14,1709,18,-1,2,0,0.48,0,3532,3564,27,7,422,261,71,4.60,2.60,40.50,15,2142,21,0.60,1,0,0.62,1,
119,11,2023,Jaren Hall,Outlier Lite,3.77,42.50,-0.44,BYU,7,3/24/98,27.53,SR,25.11,Mobile Passer,72,207,4.8,5,0.00%,11.35%,0.00%,64.82%,92.11%,92.11%,69.08%,14.78%,17.06%,17.06%,12.80%,23.45,77.99,65.7%,12.80,75.9%,6.7%,2.1%,58%,6.00,0.20,2.41,0.0,6.0,5.0,5.0,9.0,8.0,5.0,6.0,5.0,4.0,1.0,0.0,9.4,9.4,0.8,0.6,0,2753,0,0,0,0,0,0.0,0.0,0.0,1,2226,6,0,0,0,1.2,0,420,3701,1,0,46,31,73,6.4,1.8,45.5,177,2302,25,7,3,4,3.16,7,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2583,3985,20,5,296,189,73,6.7,2.1,45.9,379,2564,63,6,3,5,2.41,18,3162,3433,31,6,376,247,76,5.50,2.70,58.30,403,2362,81,5.00,3,16,2.04,13,
120,10,2025,Quinn Ewers,Outlier Lite,3.76,42.00,-0.44,Texas,1,3/15/03,22.55,SR,22.13,Pocket Passer,74,210,4.74,7,0.00%,0.00%,69.28%,85.50%,77.78%,81.64%,81.64%,7.69%,3.25%,5.47%,5.47%,19.49,83.20,68.5%,11.88,76.3%,6.3%,1.7%,44%,5.96,0.05,2.16,6.0,4.0,6.0,4.0,10.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,7.4,5.6,0.3,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2174,3138,14,6,296,171,68,6.30,3.60,37,47,2625,15,3,1,1,0.53,2,3460,4047,22,6,394,270,76,3.9,1.7,36.2,219,2848,37,6,5,2,2.16,10,3469,4460,31,12,444,292,76,4.30,4.00,43.60,90,2765,37,2.40,2,2,1.38,2,
121,10,2016,Kevin Hogan,Outlier Lite,3.75,41.50,-0.44,Stanford,5,10/20/92,32.96,SR,23.53,Mobile Passer,75,218,4.78,5,0.00%,39.11%,94.91%,93.31%,95.41%,95.41%,81.10%,18.85%,13.10%,15.97%,13.58%,20.88,83.52,67.3%,13.73,75.7%,6.1%,4.6%,39%,5.80,0.15,2.52,3.0,8.0,5.0,4.0,0.0,0.0,6.0,5.0,3.0,5.0,1.0,0.0,5.8,5.8,0.7,0.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,1096,2802,9,3,152,109,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2630,2771,20,10,295,180,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2788,2988,19,8,355,232,72,4.8,5.1,38.1,423,2244,42,6,5,4,2.08,13,2829,2965,26,8,306,206,76,6.10,4.60,38.50,426,3252,52,5.80,6,8,2.52,11,
122,11,2025,Kurtis Rourke,Outlier Lite,3.73,41.00,-0.45,Indiana,2,10/25/00,24.94,RS SR,24.52,Pocket Passer,77,223,4.74,7,87.90%,81.94%,83.74%,83.38%,89.55%,89.55%,89.55%,12.33%,4.32%,8.32%,8.32%,19.87,88.35,68.9%,13.70,78.0%,7.4%,2.6%,55%,3.70,0.09,1.62,5.0,8.0,8.0,6.0,8.0,7.0,3.0,1.0,0.0,1.0,1.0,0.0,10.9,8.2,0.2,0.0,385,438,3,0,44,30,71,14.6,6.9,44.4,20,693,3,7,0,0,2.3,0,1810,2209,11,7,262,171,74,4.3,3.4,53.6,43,2391,9,5,0,4,6.67,2,3261,3894,25,4,352,243,78,7.40,2.80,55,423,2172,62,7,3,15,2.84,16,2207,2647,11,5,307,195,72,4.0,3.1,34.8,245,1987,66,4,4,5,1.62,13,3042,3397,29,5,322,222,74,5.60,2.60,48.10,100,2317,33,3.00,2,3,1.48,4,
123,9,2022,Skylar Thompson,Outlier Lite,3.72,40.50,-0.45,Kansas State,3,6/4/97,28.33,RS SR,24.91,Pocket Passer,74,219,4.91,7,30.50%,71.52%,98.43%,33.71%,81.61%,90.02%,81.02%,3.47%,6.15%,6.15%,5.54%,21.25,75.36,68.9%,13.04,78.1%,8.7%,2.6%,58%,4.50,0.17,2.32,2.0,7.0,8.0,9.0,8.0,8.0,1.0,3.0,3.0,4.0,1.0,0.0,11.7,8.8,0.4,0.0,689,2259,5,3,83,51,73,6.4,5.6,57.1,306,2705,41,5,3,5,2.1,10,1391,1945,9,4,208,122,70,5.4,2.3,38.9,511,2428,67,6,5,5,2.39,21,2315,2352,12,5,297,177,72,8.70,3.70,50,484,2462,68,5,11,7,1.88,23,626,1857,4,0,63,40,70,8.6,2.6,36.4,57,1641,15,3,3,1,1.89,3,2113,2589,12,4,235,162,78,4.80,4.30,57.60,141,2291,18,4.50,4,3,2.32,5,
124,9,2020,Nate Stanley,Outlier Lite,3.71,40.00,-0.45,Iowa,2,8/26/97,28.11,SR,22.68,Pocket Passer,76,235,4.79,7,0.00%,3.11%,98.50%,95.69%,99.09%,99.09%,99.09%,3.95%,9.76%,9.76%,9.76%,20.03,89.28,59.0%,12.50,73.0%,6.6%,2.0%,50%,3.30,0.04,2.68,5.0,4.0,3.0,5.0,10.0,5.0,4.0,0.0,0.0,5.0,1.0,0.0,7.6,5.7,0.3,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,62,1991,0,0,9,5,56,11.1,0.0,0.0,0,2459,0,0,0,0,0.00,0,2431,2468,26,6,350,195,73,5.80,3.00,45,49,1978,18,2,0,1,1.14,0,2819,2946,26,10,398,235,68,4.3,3.8,32.1,80,2026,16,3,1,0,1.78,4,2949,2976,16,7,402,236,70,6.60,2.00,50.00,196,2009,48,3.30,1,2,2.68,5,
125,21,2026,Sawyer Robertson,Outlier Lite,3.68,39.60,-0.46,Baylor,3,2/1/03,22.67,SR,23.25,Pocket Passer,76,220,4.7,4,0.00%,0.57%,26.87%,90.02%,96.92%,93.47%,84.12%,13.08%,9.92%,11.50%,10.35%,21.60,90.17,62.2%,12.74,71.2%,4.7%,3.1%,53%,6.86,0.18,3.80,1.0,5.0,1.0,1.0,6.0,6.0,4.0,7.0,4.0,9.0,3.0,0.0,5.2,3.9,0.9,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,23,4046,0,1,11,6,55,0.0,0.0,0.0,8,1311,1,8,0,0,1.00,0,848,3156,2,4,115,64,66,6.80,4.30,48,121,1661,26,5,1,4,4.42,5,3058,3397,28,8,366,226,69,3.8,3.6,47.3,335,2562,51,7,4,9,3.80,10,1070,1104,10,2,135,84,71,4.70,3.10,52.60,48,484,7,6.86,0,0,1.14,2,
126,22,2026,Rocco Becht,Outlier Lite,3.65,39.10,-0.47,Iowa State,3,11/12/03,21.89,SR,22.47,Distributor,73,210,4.7,6,0.00%,1.94%,97.96%,98.04%,96.85%,98.04%,88.24%,16.79%,11.53%,14.16%,12.74%,19.82,86.07,65.0%,13.23,71.9%,5.7%,1.7%,46%,4.40,0.13,2.09,5.0,7.0,1.0,3.0,10.0,3.0,5.0,2.0,2.0,3.0,1.0,0.0,6.9,5.5,0.5,0.2,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,61,3141,0,1,15,7,64,5.6,0.0,33.3,-3,1524,2,-2,0,1,4.50,0,3120,3185,23,8,369,231,72,3.60,2.60,46,125,1672,61,2,3,1,1.44,2,3510,3580,25,9,461,272,69,4.5,3.6,43.9,388,2311,89,4,8,7,2.09,13,860,888,7,1,100,65,72,5.70,1.70,44.40,79,685,30,2.63,2,4,1.93,1,
127,11,2018,Danny Etling,Outlier Lite,3.62,38.60,-0.48,LSU,1,7/22/94,31.21,RS SR,23.78,Game Manager,73,215,4.76,7,65.25%,35.57%,0.00%,93.07%,93.08%,93.08%,93.08%,4.70%,8.99%,8.99%,8.99%,19.12,83.76,59.6%,14.92,69.5%,5.2%,2.5%,51%,4.90,0.00,2.84,7.0,10.0,0.0,2.0,9.0,5.0,3.0,3.0,0.0,6.0,1.0,0.0,7.5,5.6,0.5,0.0,1690,2590,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,800,2249,6,5,162,89,65,3.0,4.8,47.1,83,2079,14,4,3,2,1.00,2,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2123,2281,11,5,270,160,70,3.2,2.5,33.3,137,2914,11,5,1,0,2.14,8,2462,2645,16,2,277,165,69,5.20,3.50,50.90,258,2870,31,4.60,2,0,2.84,8,
128,10,2017,Jerod Evans,Outlier Lite,3.59,38.10,-0.49,Virginia Tech,4,1/16/94,31.72,JR,23.29,Dual Threat,75,232,4.8,0,0.00%,0.00%,0.00%,0.00%,96.78%,96.78%,87.10%,0.00%,35.96%,35.96%,32.36%,22.64,87.41,63.0%,13.19,71.4%,5.6%,3.5%,52%,5.40,0.16,3.35,0.0,7.0,1.0,3.0,5.0,6.0,10.0,4.0,3.0,7.0,0.0,0.0,6.3,6.3,0.9,0.9,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,3548,3666,29,8,427,269,71,5.60,3.50,52.00,1001,2784,150,5.40,12,24,3.35,38,
129,11,2024,Taulia Tagovailoa,Outlier Lite,3.57,37.60,-0.49,Maryland,2,2/15/00,25.63,RS SR,24.21,Distributor,71,208,4.91,0,2.25%,76.29%,97.02%,88.71%,93.38%,95.20%,95.20%,12.87%,13.78%,13.78%,13.78%,20.56,71.58,89.7%,11.64,80.2%,5.6%,2.9%,58%,5.00,0.18,2.95,3.0,4.0,10.0,3.0,7.0,8.0,6.0,4.0,4.0,6.0,0.0,0.0,9.3,7.4,0.8,0.4,100,4449,1,0,12,9,75,0.0,8.3,0.0,-6,2289,3,-2,0,0,0.0,0,1007,1320,7,7,122,74,72,3.8,5.9,35.0,131,842,19,7,2,0,0.42,4,3842,3960,26,11,478,327,80,5.40,2.90,58,318,2049,61,5,2,2,2.18,11,3001,3383,18,8,292,262,76,4.6,4.2,46.9,275,2136,57,5,4,7,2.95,7,3386,3626,25,11,441,291,75,5.60,4.00,44.00,227,1647,45,5.00,5,8,2.04,6,
130,11,2016,Nate Sudfeld,Outlier Lite,3.51,37.10,-0.51,Indiana,2,10/7/93,31.99,SR,22.57,Pocket Passer,78,230,4.8,6,0.00%,16.93%,68.56%,67.83%,93.53%,93.53%,93.53%,4.37%,4.04%,4.20%,4.20%,19.91,86.65,59.8%,14.47,70.9%,5.8%,3.0%,49%,5.10,0.03,1.06,5.0,10.0,0.0,3.0,7.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,7.0,5.3,0.2,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,632,3734,7,1,51,82,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2523,3680,21,9,322,194,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,1151,1697,6,3,169,101,70,3.9,3.0,40.6,147,3367,10,5,2,0,0.97,5,3573,3820,27,7,413,247,71,5.80,4.00,48.50,116,2872,35,2.40,5,1,1.06,4,
131,12,2016,Brandon Allen,Purgatory,3.47,36.70,-0.52,Arkansas,1,9/5/92,33.08,SR,23.66,Pocket Passer,74,209,4.84,6,0.00%,5.14%,87.09%,93.25%,98.31%,98.31%,98.31%,3.31%,6.37%,6.37%,6.37%,21.00,76.17,65.9%,14.05,74.1%,6.3%,3.9%,49%,3.60,0.04,1.98,2.0,10.0,4.0,4.0,3.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,7.7,5.8,0.2,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,186,3618,1,3,49,21,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,1552,1782,13,10,258,128,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2279,2444,20,5,341,190,66,3.7,4.2,26.0,96,2903,23,3,2,0,1.13,4,3427,3486,30,8,370,244,74,6.30,3.90,48.80,169,2654,27,3.60,1,1,1.98,4,
132,13,2016,Jake Rudock,Purgatory,3.47,36.20,-0.52,Michigan,2,1/21/93,32.70,SR,23.28,Distributor,75,212,4.8,6,0.00%,0.00%,93.01%,79.07%,97.67%,97.67%,97.67%,12.80%,11.33%,12.06%,12.06%,20.62,79.87,64.1%,12.07,75.9%,4.1%,2.7%,57%,5.63,0.07,1.75,3.0,4.0,5.0,0.0,8.0,8.0,5.0,5.0,0.0,2.0,1.0,0.0,6.9,5.5,0.5,0.2,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2383,2562,18,13,346,204,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2436,3081,16,5,348,213,72,4.1,2.7,39.1,293,2289,52,6,3,3,1.33,11,3018,3090,21,9,390,250,76,3.40,3.40,56.80,244,2154,44,5.55,4,3,1.75,7,
